id,epsilon,iter,delta,simplify_time_s,frechet_time_s,dist,points,note
61,0.25,8,159.24401317944975,116.589023,1.365046,191.65799772146272,506,
61,0.25,9,143.31961186150477,111.080263,0.892560,172.30525396049813,528,
61,0.25,10,128.9876506753543,107.191026,11.339025,155.07533657355097,560,
61,0.25,11,116.08888560781888,105.351160,6.140006,139.56792155475964,588,
61,0.25,12,104.47999704703699,110.726128,7.540695,125.61278452100807,612,
61,0.25,13,94.0319973423333,110.322233,6.360915,113.33273124219208,640,exceed_dp_points
61,0.5,1,277.4497269712768,30.723158,2.292477,392.37806829824734,322,
61,0.5,2,249.7047542741491,28.402374,1.472731,353.1400000205034,356,
61,0.5,3,224.7342788467342,28.976948,2.195912,317.8251686055662,382,
61,0.5,4,202.2608509620608,27.988210,5.345472,286.0447996801585,408,
61,0.5,5,182.03476586585472,29.596998,3.069481,257.44043326016526,426,
61,0.5,6,163.83128927926924,35.620704,2.094210,231.69668980426664,466,
61,0.5,7,147.44816035134232,36.031462,2.756821,208.52807243710498,484,
61,0.5,8,132.7033443162081,30.495545,0.693244,187.67481075091897,514,
61,0.5,9,119.43300988458729,31.094271,5.975335,168.90872680085204,532,
61,0.5,10,107.48970889612856,29.512324,3.442430,152.01822908676124,564,
61,0.5,11,96.74073800651571,29.790911,8.857294,136.81668981043654,600,
61,0.5,12,87.06666420586414,29.954623,6.670320,123.13567160239425,618,
61,0.5,13,78.35999778527773,29.566685,3.953085,111.11889394964838,662,exceed_dp_points
61,0.75,1,237.81405168966586,20.204582,7.179474,383.58387650155623,326,
61,0.75,2,214.03264652069927,19.050273,3.153207,345.2246260049882,364,
61,0.75,3,192.62938186862934,18.302271,3.795181,310.70326061757953,382,
61,0.75,4,173.3664436817664,18.484865,3.153990,279.6340812251458,410,
61,0.75,5,156.02979931358976,19.170977,4.380033,251.85817762158706,426,
61,0.75,6,140.4268193822308,23.165543,3.877106,226.50364794133586,470,
61,0.75,7,126.38413744400772,22.392391,9.912913,203.854578724823,488,
61,0.75,8,113.74572369960696,20.306856,8.124196,183.4689250751415,518,
61,0.75,9,102.37115132964627,20.262231,1.356630,165.12775998563123,534,
61,0.75,10,92.13403619668165,19.071587,6.644016,148.61096197974405,572,
61,0.75,11,82.92063257701349,19.833484,6.328056,133.75106402075286,598,
61,0.75,12,74.62856931931215,20.139588,6.044246,120.37639818330872,620,
61,0.75,13,67.16571238738094,19.758085,13.586734,108.63116762712622,668,exceed_dp_points
62,0.25,1,52.28921203448529,188.590577,9.834640,62.86080280288353,4,exceed_dp_points
62,0.5,1,43.57434336207107,60.389259,5.982010,61.620000000211434,4,exceed_dp_points
62,0.75,1,37.34943716748949,37.767656,8.835753,60.23944793920451,4,exceed_dp_points
63,0.25,1,205.74536768332376,108.829262,9.924163,247.3539089461136,542,
63,0.25,2,185.1708309149914,110.499024,3.592769,222.61963126677324,564,
63,0.25,3,166.65374782349227,114.959480,3.171487,200.44334520239022,586,
63,0.25,4,149.98837304114303,117.815544,2.662123,180.40899444380247,616,
63,0.25,5,134.98953573702875,114.210781,6.163320,162.37847586975215,642,
63,0.25,6,121.49058216332587,114.918194,1.643795,146.14767359630142,680,
63,0.25,7,109.34152394699328,113.421512,6.957417,131.54341421383185,738,
63,0.25,8,98.40737155229395,113.021367,1.985752,118.396921848448,758,
63,0.25,9,88.56663439706456,112.447780,6.677305,106.56654767497085,782,exceed_dp_points
63,0.5,1,171.45447306943646,29.957982,4.592333,242.47780810006847,552,
63,0.5,2,154.3090257624928,29.529559,4.853284,218.23080598945444,570,
63,0.5,3,138.87812318624353,32.122113,21.318166,196.40786552741562,594,
63,0.5,4,124.99031086761917,31.672682,19.156691,176.7678655274772,624,
63,0.5,5,112.49127978085725,31.320773,5.589696,159.0916920888562,662,
63,0.5,6,101.24215180277153,31.075707,16.858408,143.18286079010542,694,
63,0.5,7,91.11793662249438,30.673498,9.456229,128.8648461719099,744,
63,0.5,8,82.00614296024494,30.550347,11.009097,115.97906139343426,764,
63,0.5,9,73.80552866422045,30.783254,11.035583,104.38170479469514,796,exceed_dp_points
63,0.75,1,146.96097691665983,20.341008,2.959965,237.04346920705032,558,
63,0.75,2,132.26487922499385,19.770508,3.402503,213.33973694778655,578,
63,0.75,3,119.03839130249446,21.496596,2.885775,192.0530292028171,598,
63,0.75,4,107.13455217224502,20.714107,6.096530,172.8522354743354,624,
63,0.75,5,96.42109695502052,20.835296,1.545974,155.9219099340842,670,
63,0.75,6,86.77898725951847,20.454731,4.933316,140.02017198114555,714,
63,0.75,7,78.10108853356662,20.248707,2.179972,126.02295279704903,748,
63,0.75,8,70.29097968020996,20.229087,3.486629,113.42575963819864,766,
63,0.75,9,63.261881712188966,20.355108,5.423563,102.08919150067419,800,exceed_dp_points
64,0.25,1,83.8389523619546,86.401153,0.993866,100.79718084907586,700,exceed_dp_points
64,0.5,1,69.86579363496217,23.654100,0.734110,98.80996659232554,712,exceed_dp_points
64,0.75,1,59.88496597282472,15.736528,0.701979,96.59547218974654,714,exceed_dp_points
65,0.25,1,87.83591753444237,76.791610,1.441192,105.60195099361857,680,exceed_dp_points
65,0.5,1,73.19659794536865,20.633088,1.367371,103.52060461534758,688,exceed_dp_points
65,0.75,1,62.73994109603027,13.701739,0.999618,101.20109650526616,692,exceed_dp_points
66,0.25,1,71.56988644570798,67.730701,3.006289,86.16940716756532,228,exceed_dp_points
66,0.5,1,59.641572038089976,18.679458,1.472061,84.43072152096192,232,exceed_dp_points
66,0.75,1,51.12134746121998,12.578858,0.937973,82.55816040650184,236,exceed_dp_points
68,0.25,1,71.93949295992128,148.752091,1.087598,86.4920204011794,884,exceed_dp_points
68,0.5,1,59.94957746660106,40.270513,0.945508,84.78647984991846,902,exceed_dp_points
68,0.75,1,51.385352114229484,27.109739,0.726262,82.88644489073792,900,exceed_dp_points
70,0.25,1,1336.46375699613,55.809131,2.063299,1606.7106319333348,28,
70,0.25,2,1202.8173812965172,56.345688,1.011539,1449.5262238566552,36,
70,0.25,3,1082.5356431668654,53.168105,1.663288,1301.437810709826,40,
70,0.25,4,974.2820788501789,55.698517,1.143793,1171.2937943792622,48,
70,0.25,5,876.853870965161,48.144461,1.352550,1054.1654432684152,50,
70,0.25,6,789.1684838686449,50.777618,1.047424,948.7516804189443,52,
70,0.25,7,710.2516354817805,51.617332,0.990470,853.8766447233822,64,
70,0.25,8,639.2264719336024,51.452790,1.421095,768.4891030644594,66,
70,0.25,9,575.3038247402421,55.312653,0.999031,691.6407946902006,72,
70,0.25,10,517.7734422662179,53.557438,2.264263,622.4749792222169,82,
70,0.25,11,465.9960980395961,52.434914,1.616243,560.2297094804919,90,
70,0.25,12,419.3964882356365,56.261315,1.405888,504.20726079370394,108,
70,0.25,13,377.4568394120729,51.973623,0.871444,453.7869772193141,116,
70,0.25,14,339.7111554708656,50.775940,0.945355,408.4081427671241,128,
70,0.25,15,305.7400399237791,51.303042,0.949970,367.5659228355764,136,
70,0.25,16,275.16603593140115,49.650469,0.401400,330.81180085568707,144,
70,0.25,17,247.64943233826105,53.064343,0.779997,297.7330673366071,148,
70,0.25,18,222.88448910443495,50.493863,0.589911,267.9592758416586,150,
70,0.25,19,200.59604019399146,49.698762,0.840542,241.1628264924848,170,
70,0.25,20,180.53643617459232,49.920875,0.285096,217.04860412632283,176,
70,0.25,21,162.4827925571331,48.534737,0.965319,195.3432389939631,182,
70,0.25,22,146.2345133014198,49.716532,1.056455,176.1927839920805,194,
70,0.25,23,131.61106197127782,46.352332,1.107406,158.2281015563528,206,
70,0.25,24,118.44995577415004,44.130921,1.053782,142.40653386437913,224,
70,0.25,25,106.60496019673504,45.722504,1.539129,128.16643723831413,242,
70,0.25,26,95.94446417706153,44.901227,1.185004,115.35025280437588,252,
70,0.25,27,86.35001775935538,45.896808,1.670681,104.07006395511372,264,exceed_dp_points
70,0.5,1,1113.719797496775,17.039061,1.550432,1575.040000001051,30,
70,0.5,2,1002.3478177470976,15.486695,1.819123,1417.5360937366204,38,
70,0.5,3,902.1130359723878,15.969943,1.091968,1275.7760937366247,42,
70,0.5,4,811.9017323751491,14.382891,1.994189,1148.2060937366296,48,
70,0.5,5,730.7115591376343,13.093646,1.515699,1033.3860937366346,52,
70,0.5,6,657.6404032238709,14.943174,1.514497,930.0454519544094,60,
70,0.5,7,591.8763629014838,14.107177,0.427027,837.0404291169629,66,
70,0.5,8,532.6887266113355,14.133762,0.326990,753.3360937366558,68,
70,0.5,9,479.41985395020197,15.716178,1.262886,678.0067931230046,76,
70,0.5,10,431.4778685551818,14.923402,0.826872,610.2731115894908,88,
70,0.5,11,388.3300816996636,15.614426,1.780375,549.2202841284771,102,
70,0.5,12,349.4970735296972,14.632336,0.805127,494.34418322574606,110,
70,0.5,13,314.5473661767275,14.544606,0.523699,445.33312717510324,122,
70,0.5,14,283.0926295590548,14.005482,0.325129,400.71206331467357,132,
70,0.5,15,254.78336660314932,14.038029,0.353703,361.7176275844318,140,
70,0.5,16,229.30502994283438,13.817878,1.048300,324.29088179858394,148,
70,0.5,17,206.37452694855094,14.448614,0.931246,291.8616140577339,150,
70,0.5,18,185.73707425369585,13.796277,0.321868,262.76299400569167,154,
70,0.5,19,167.16336682832628,13.870521,0.281979,236.40835365000225,172,
70,0.5,20,150.44703014549364,13.800258,0.593122,212.7683536500082,180,
70,0.5,21,135.4023271309443,13.574834,0.575693,191.49174090153406,186,
70,0.5,22,121.86209441784986,13.572060,0.925083,172.3438393881911,200,
70,0.5,23,109.67588497606488,13.372269,1.092031,155.32379438302104,218,
70,0.5,24,98.7082964784584,12.718284,2.168407,139.59857069117825,230,
70,0.5,25,88.83746683061256,12.680077,1.302377,125.63981409886367,244,
70,0.5,26,79.95372014755131,12.191090,0.977562,113.07614437393758,252,
70,0.5,27,71.95834813279617,13.144388,0.717115,101.76857069508466,272,exceed_dp_points
70,0.75,1,954.61696928295,10.715753,4.690487,1539.7398422880794,30,
70,0.75,2,859.155272354655,10.188129,2.560285,1385.7632098553056,38,
70,0.75,3,773.2397451191896,10.266760,1.135986,1247.1870290867807,42,
70,0.75,4,695.9157706072707,9.690691,1.104031,1122.472316314618,50,
70,0.75,5,626.3241935465436,9.324399,2.888821,1010.2256197549947,52,
70,0.75,6,563.6917741918893,9.600050,1.367219,909.2028162685391,64,
70,0.75,7,507.32259677270036,9.515499,0.612858,818.2832261169515,66,
70,0.75,8,456.59033709543036,9.353884,0.893920,736.451039734957,70,
70,0.75,9,410.9313033858873,10.869396,0.956487,662.8100859303922,80,
70,0.75,10,369.8381730472986,9.830430,0.999679,596.528195425945,88,
70,0.75,11,332.85435574256877,10.682321,0.912422,536.8773484533206,102,
70,0.75,12,299.5689201683119,9.674283,0.401171,483.23887177935353,110,
70,0.75,13,269.6120281514807,9.578337,0.881606,434.872157499128,120,
70,0.75,14,242.65082533633262,9.586784,0.880422,391.385087798576,130,
70,0.75,15,218.38574280269935,9.354057,1.812208,353.54519570994063,142,
70,0.75,16,196.54716852242942,9.286821,0.652875,317.02200279237246,148,
70,0.75,17,176.8924516701865,9.407577,0.443818,285.3217629766714,148,
70,0.75,18,159.20320650316785,9.062317,0.594404,256.788574492533,154,
70,0.75,19,143.28288585285108,9.131295,0.527442,231.11039775058055,176,
70,0.75,20,128.954597267566,9.107075,0.324639,208.017857120164,182,
70,0.75,21,116.05913754080939,8.997504,0.811162,187.20150714583409,188,
70,0.75,22,104.45322378672846,9.117474,0.541648,168.48175869739208,204,
70,0.75,23,94.00790140805562,7.992349,1.234601,151.63382471800153,220,
70,0.75,24,84.60711126725006,8.186759,1.007894,136.47126765610287,234,
70,0.75,25,76.14640014052506,7.962089,2.657956,122.82387852977968,250,
70,0.75,26,68.53176012647256,7.779827,0.825075,110.54223122443766,254,
70,0.75,27,61.67858411382531,8.871635,2.192779,99.48833545999285,272,exceed_dp_points
71,0.25,1,79.45576317838163,152.548357,6.274620,95.52645923998917,318,exceed_dp_points
71,0.5,1,66.21313598198468,41.873219,77.797822,93.64403725764312,336,exceed_dp_points
71,0.75,1,56.75411655598687,27.323343,9.765763,91.54531346559271,338,exceed_dp_points
72,0.25,1,106.93434864559633,110.054039,4.282481,129.01577322317453,626,
72,0.25,2,96.2409137810367,109.917900,2.771609,116.16496733633963,662,exceed_dp_points
72,0.5,1,89.1119572046636,29.592869,300.018560,,,frechet_timeout
72,0.75,1,76.38167760399737,19.763974,3.393103,124.08446018728726,648,
72,0.75,2,68.74350984359764,19.573242,1.602553,111.76763481958369,680,exceed_dp_points
73,0.25,1,132.82062223666844,73.940712,1.336235,159.68414209317578,420,
73,0.25,2,119.5385600130016,75.749741,6.162514,143.716118668445,440,
73,0.25,3,107.58470401170145,73.334680,6.157902,129.59371475083486,462,
73,0.25,4,96.8262336105313,70.014403,2.596892,116.41081600016099,484,exceed_dp_points
73,0.5,1,110.68385186389037,20.268893,1.308178,156.53529799322973,430,
73,0.5,2,99.61546667750133,20.200262,1.918273,140.88248817004106,446,
73,0.5,3,89.6539200097512,19.756494,2.270224,126.79442931010887,470,exceed_dp_points
73,0.75,1,94.87187302619175,13.286806,3.695785,153.0272957509809,434,
73,0.75,2,85.38468572357257,13.281417,2.646787,137.72498463047714,452,
73,0.75,3,76.84621715121531,12.907958,2.291741,123.95352154113846,472,exceed_dp_points
74,0.25,1,105.77214725865878,103.420819,2.250744,127.16502508316923,442,
74,0.25,2,95.1949325327929,95.479694,13.818858,114.44904041910729,472,exceed_dp_points
74,0.5,1,88.14345604888231,28.757304,6.605695,124.6581423164701,454,
74,0.5,2,79.32911044399408,29.045649,3.932386,112.33787314706557,480,exceed_dp_points
74,0.75,1,75.55153375618482,19.216926,12.208583,121.9281984579638,458,
74,0.75,2,67.99638038056635,18.340406,8.549218,109.67864510243054,482,exceed_dp_points
75,0.25,1,216.2255499370805,118.512290,1.216661,259.95285163746877,246,
75,0.25,2,194.60299494337247,112.447069,1.391546,233.95974496716755,270,
75,0.25,3,175.14269544903522,120.467432,1.788140,210.8980733988978,294,
75,0.25,4,157.6284259041317,118.557947,1.954958,189.84773519115276,312,
75,0.25,5,141.86558331371853,118.236871,2.354510,170.55590989023747,336,
75,0.25,6,127.67902498234668,125.649042,1.488950,153.8457517478843,356,
75,0.25,7,114.91112248411201,122.857316,2.266665,138.15183216238418,384,
75,0.25,8,103.42001023570081,126.711156,2.338046,124.33713606524314,408,
75,0.25,9,93.07800921213074,123.371736,1.527619,111.9046292375046,436,exceed_dp_points
75,0.5,1,180.18795828090043,31.955979,1.553249,254.829226148533,254,
75,0.5,2,162.16916245281038,33.553684,1.316262,229.34563482515267,278,
75,0.5,3,145.95224620752936,34.193211,1.620630,206.41251511502998,298,
75,0.5,4,131.35702158677643,34.955933,1.761888,185.77043530846598,324,
75,0.5,5,118.22131942809878,33.062574,3.364550,167.19359136504252,340,
75,0.5,6,106.3991874852889,36.813573,1.517617,150.47788112764718,360,
75,0.5,7,95.75926873676002,34.561994,0.971791,135.42841599101249,392,
75,0.5,8,86.18334186308402,35.416569,4.803916,121.88563487580448,418,exceed_dp_points
75,0.75,1,154.44682138362893,21.433853,1.205263,249.11673275630005,254,
75,0.75,2,139.00213924526605,21.918685,1.173730,224.2060887182745,282,
75,0.75,3,125.10192532073945,21.856943,2.502176,201.7866479894945,302,
75,0.75,4,112.59173278866551,22.258471,2.174034,181.799393301417,328,
75,0.75,5,101.33255950979895,23.544113,1.914060,163.44656980947755,344,
75,0.75,6,91.19930355881907,23.589848,1.749143,147.1039666130262,366,
75,0.75,7,82.07937320293716,23.276697,0.845526,132.5813417598152,396,
75,0.75,8,73.87143588264345,22.988487,3.752171,119.15560007032032,422,exceed_dp_points
76,0.25,1,223.02268577376555,69.562247,7.624042,268.12490818344367,294,
76,0.25,2,200.720417196389,69.546293,7.547108,241.6707864331735,308,
76,0.25,3,180.64837547675012,66.508458,2.838430,217.1820667150805,328,
76,0.25,4,162.5835379290751,65.911674,0.796086,195.46579628947256,338,
76,0.25,5,146.3251841361676,72.601099,1.643863,175.93369198069044,358,
76,0.25,6,131.69266572255083,73.017335,1.219287,158.3273764684112,376,
76,0.25,7,118.52339915029575,72.926636,1.340190,142.49499865697655,398,
76,0.25,8,106.67105923526617,71.752552,0.862462,128.2458812137029,414,
76,0.25,9,96.00395331173955,72.595883,0.892409,115.42290090272753,428,exceed_dp_points
76,0.5,1,185.85223814480463,18.784960,3.222405,262.8393670471705,300,
76,0.5,2,167.26701433032417,19.788421,1.170712,236.555772942184,318,
76,0.5,3,150.54031289729176,17.966068,2.535618,212.9009903849168,334,
76,0.5,4,135.48628160756257,17.804824,1.193079,191.61141532149207,342,
76,0.5,5,121.93765344680632,20.904578,0.635055,172.45077245749349,366,
76,0.5,6,109.7438881021257,20.458868,1.954595,155.2059592768798,384,
76,0.5,7,98.76949929191312,20.335584,4.070577,139.68595927688315,404,
76,0.5,8,88.89254936272181,20.027454,2.380424,125.71801024494323,422,
76,0.5,9,80.00329442644963,16.343434,0.644277,113.146549002731,436,exceed_dp_points
76,0.75,1,159.30191840983252,13.081496,4.612219,256.94927358829176,300,
76,0.75,2,143.37172656884928,13.651600,6.903300,231.25434686330743,322,
76,0.75,3,129.03455391196437,11.782324,1.213879,208.12889572797764,334,
76,0.75,4,116.13109852076794,11.394481,1.184544,187.31694132090308,344,
76,0.75,5,104.51798866869115,13.441633,2.302673,168.58564347508852,372,
76,0.75,6,94.06618980182203,13.299961,0.880825,151.72763329616967,384,
76,0.75,7,84.65957082163983,12.777461,0.991117,136.55534204691233,408,
76,0.75,8,76.19361373947585,12.770962,1.326949,122.90012512276928,428,exceed_dp_points
77,0.25,1,85.61519441752617,114.033527,13.154820,103.14673580567629,358,exceed_dp_points
77,0.5,1,71.34599534793847,28.858736,4.784488,100.90328835934379,368,exceed_dp_points
77,0.75,1,61.15371029823298,19.048127,7.808220,98.95442293524152,370,exceed_dp_points
78,0.25,1,66.84614378685936,85.055643,5.764952,80.4592853244437,22,exceed_dp_points
