id,epsilon,iter,delta,simplify_time_s,frechet_time_s,dist,points,note
78,0.5,1,55.7051198223828,21.573357,7.318860,78.8448810743354,24,exceed_dp_points
78,0.75,1,47.747245562042394,13.673751,6.920493,77.1005403556148,24,exceed_dp_points
79,0.25,1,147.52640933558493,128.780095,3.389908,177.36383953027007,210,
79,0.25,2,132.77376840202643,146.898667,4.791455,159.62621962812912,220,
79,0.25,3,119.4963915618238,151.061379,1.190961,143.663806913363,242,
79,0.25,4,107.54675240564143,150.265537,3.039326,129.29883969128733,268,
79,0.25,5,96.79207716507729,114.317016,1.441416,116.36833085478841,276,
79,0.25,6,87.11286944856955,151.653774,0.842810,104.73389898790404,302,exceed_dp_points
79,0.5,1,122.93867444632076,37.730507,1.504490,173.86632152099156,218,
79,0.5,2,110.64480700168869,41.332441,4.395010,156.47963669722756,230,
79,0.5,3,99.58032630151982,40.349836,0.641065,140.83232775796486,258,
79,0.5,4,89.62229367136784,42.972109,2.060479,127.05486928239796,272,
79,0.5,5,80.66006430423106,42.471500,1.030673,114.07537001959936,284,
79,0.5,6,72.59405787380796,42.743215,2.581925,102.70701586987218,304,exceed_dp_points
79,0.75,1,105.37600666827494,26.609295,2.124379,169.96934815502667,222,
79,0.75,2,94.83840600144745,26.845300,4.140907,152.97287023214284,232,
79,0.75,3,85.35456540130271,26.756245,0.838288,137.67517094329563,262,
79,0.75,4,76.81910886117244,20.446776,3.070238,123.90839973143684,276,
79,0.75,5,69.1371979750552,28.241412,3.645153,111.51891335409513,286,
79,0.75,6,62.22347817754968,28.568115,1.699629,100.36773010140885,310,exceed_dp_points
80,0.25,1,96.15058698787249,82.059757,1.449721,115.59806401461923,284,
80,0.25,2,86.53552828908524,79.007143,1.346310,104.03862931097298,302,
80,0.25,3,77.88197546017672,77.436616,1.794403,93.63586744347286,330,exceed_dp_points
80,0.5,1,80.1254891565604,22.520634,1.741595,113.3184923339962,290,
80,0.5,2,72.11294024090436,22.053345,1.610131,101.98782093531632,314,exceed_dp_points
80,0.75,1,68.6789907056232,15.184682,1.151124,110.7795187683104,292,
80,0.75,2,61.81109163506089,14.043536,1.012786,99.8574775802306,316,exceed_dp_points
82,0.25,1,71.89913251766585,46.235980,2.064521,86.44111150612302,150,exceed_dp_points
82,0.5,1,59.91594376472154,12.389375,0.807106,84.73653635987894,152,exceed_dp_points
82,0.75,1,51.35652322690418,8.356456,0.824763,82.83936111140427,152,exceed_dp_points
83,0.25,1,104.57124451929364,55.026237,1.020389,125.9085060883358,474,
83,0.25,2,94.11412006736428,57.597973,2.932065,113.14985588002241,494,exceed_dp_points
83,0.5,1,87.14270376607804,15.205796,1.407345,123.24336186866427,482,
83,0.5,2,78.42843338947024,15.714349,0.460508,110.91947714907128,498,exceed_dp_points
83,0.75,1,74.69374608520974,10.663544,1.242274,120.48093097680785,486,exceed_dp_points
84,0.25,1,206.41591406199933,199.640835,3.113097,248.16099147301344,310,
84,0.25,2,185.7743226557994,193.395103,2.699887,223.3446336606137,336,
84,0.25,3,167.19689039021947,197.323383,12.230855,201.01044128583464,370,
84,0.25,4,150.47720135119752,197.560781,4.164553,181.83403334272182,394,
84,0.25,5,135.42948121607776,195.292061,4.737341,163.7438098709907,432,
84,0.25,6,121.88653309446998,199.051297,2.813055,147.46383364081248,462,
84,0.25,7,109.69787978502299,192.396608,5.586620,132.8157449982023,504,
84,0.25,8,98.7280918065207,205.880254,2.859881,118.69652302216215,526,
84,0.25,9,88.85528262586863,193.249869,4.644269,106.82817490691082,582,exceed_dp_points
84,0.5,1,172.01326171833279,56.146211,3.114878,243.26839870081193,322,
84,0.5,2,154.8119355464995,53.837113,5.148907,218.9408099308604,350,
84,0.5,3,139.33074199184958,56.817288,2.780098,197.04839870199478,374,
84,0.5,4,125.39766779266462,52.344251,2.666256,178.3168331454135,418,
84,0.5,5,112.85790101339816,51.020988,3.181875,160.57683314541632,446,
84,0.5,6,101.57211091205835,48.820347,1.975107,144.6168331454192,474,
84,0.5,7,91.41489982085251,52.561472,2.734070,129.28391323994722,520,
84,0.5,8,82.27340983876726,50.797966,6.310848,116.35707062394695,568,exceed_dp_points
84,0.75,1,147.4399386157138,35.293461,4.221554,237.81513090498922,324,
84,0.75,2,132.69594475414243,35.315236,11.675407,214.03480652947556,362,
84,0.75,3,119.4263502787282,36.340209,4.181357,192.63194899051464,378,
84,0.75,4,107.48371525085538,32.720609,4.184071,174.32252687260544,418,
84,0.75,5,96.73534372576985,36.718977,3.829558,156.9866617204914,452,
84,0.75,6,87.06180935319287,33.169003,4.323019,141.38438477338335,478,
84,0.75,7,78.35562841787359,35.236188,3.687089,126.38736661345042,520,
84,0.75,8,70.52006557608624,33.835739,300.019966,,,frechet_timeout
86,0.25,1,150.95667390619428,73.669185,0.881221,181.48638161610475,304,
86,0.25,2,135.86100651557487,68.766739,2.300473,163.33912773904632,326,
86,0.25,3,122.27490586401738,67.916473,1.152906,147.00620662624644,356,
86,0.25,4,110.04741527761564,68.349298,1.441456,132.30490888374882,378,
86,0.25,5,99.04267374985407,68.087753,2.160266,119.07483630744959,394,
86,0.25,6,89.13840637486867,67.454756,2.810152,107.42408187668978,416,exceed_dp_points
86,0.5,1,125.7972282551619,19.737618,1.043843,177.90907297026746,310,
86,0.5,2,113.21750542964571,18.983159,1.870016,160.11815444081066,332,
86,0.5,3,101.89575488668115,18.356520,1.357857,144.10703560287143,362,
86,0.5,4,91.70617939801303,19.477724,0.821937,129.73729781907315,384,
86,0.5,5,82.53556145821173,18.629241,1.027182,116.72774601645058,398,
86,0.5,6,74.28200531239057,18.623269,0.837248,105.05550528781176,420,exceed_dp_points
86,0.75,1,107.82619564728162,12.683060,0.516132,173.9210345011077,314,
86,0.75,2,97.04357608255346,11.965491,1.444781,156.53011542837095,344,
86,0.75,3,87.33921847429811,11.844523,0.649941,140.8774940896282,366,
86,0.75,4,78.6052966268683,12.717002,1.632612,126.78952239497043,382,
86,0.75,5,70.74476696418147,12.155472,2.462404,114.1117509240673,400,exceed_dp_points
87,0.25,1,114.4541649889068,88.541451,0.549401,137.6027086841963,498,
87,0.25,2,103.00874849001612,84.167951,0.459074,123.8440388649288,524,
87,0.25,3,92.7078736410145,80.801357,1.090257,111.45997011232454,542,exceed_dp_points
87,0.5,1,95.37847082408899,23.189808,0.263423,134.89038043604842,508,
87,0.5,2,85.84062374168009,22.663710,0.516838,121.40190934054658,538,
87,0.5,3,77.25656136751208,22.460311,0.599868,109.26204904024817,556,exceed_dp_points
87,0.75,1,81.75297499207628,15.364664,0.351817,131.86763726474527,512,
87,0.75,2,73.57767749286865,14.650649,0.439112,118.76066984278721,536,
87,0.75,3,66.21990974358178,14.524899,1.080573,106.88620572291822,570,exceed_dp_points
90,0.25,1,233.48149494248383,81.602036,1.032152,280.6992027277464,310,
90,0.25,2,210.13334544823545,82.291352,0.372932,252.6298920668451,346,
90,0.25,3,189.1200109034119,81.989774,0.760117,227.36711540362958,380,
90,0.25,4,170.2080098130707,83.638853,3.377993,204.63035118500136,398,
90,0.25,5,153.18720883176363,84.477297,0.968703,184.30383777893496,420,
90,0.25,6,137.86848794858727,95.359166,1.706279,165.79555471850736,436,
90,0.25,7,124.08163915372855,112.470207,1.000097,150.10400251979576,462,
90,0.25,8,111.67347523835569,109.857719,2.044709,135.1838624762875,482,
90,0.25,9,100.50612771452012,153.881446,4.533517,121.76279017581099,516,
90,0.25,10,90.45551494306811,127.459235,2.341236,109.67699858799618,544,exceed_dp_points
90,0.5,1,194.5679124520699,33.279632,2.226699,275.1646145122788,324,
90,0.5,2,175.11112120686292,32.694972,1.338129,247.649383488411,362,
90,0.5,3,157.60000908617664,32.215700,1.947536,222.88461451228588,388,
90,0.5,4,141.84000817755899,35.927298,1.993738,200.59431201871735,406,
90,0.5,5,127.65600735980308,36.980323,5.497697,180.53779851077695,426,
90,0.5,6,114.89040662382278,39.492224,1.072283,162.48431201873058,446,
90,0.5,7,103.4013659614405,36.413527,1.525407,147.38648902903196,478,
90,0.5,8,93.06122936529646,62.097388,2.096853,132.75661374824466,500,
90,0.5,9,83.75510642876681,52.181569,1.592079,119.59675200413632,534,
90,0.5,10,75.37959578589013,49.167899,300.019342,,,frechet_timeout
90,0.75,1,166.77249638748847,33.149223,1.033794,268.9959798732257,326,
90,0.75,2,150.09524674873964,27.808573,1.199387,242.09852129539345,366,
90,0.75,3,135.08572207386567,30.099602,3.977804,217.88912642489854,386,
90,0.75,4,121.5771498664791,24.977133,2.569346,196.10005047999638,410,
90,0.75,5,109.4194348798312,25.115709,2.896629,176.49120536155039,430,
90,0.75,6,98.47749139184808,28.453228,1.639346,158.84246314232223,446,
90,0.75,7,88.62974225266328,23.025163,1.377605,143.99160649645978,478,
90,0.75,8,79.76676802739695,22.088697,4.834100,129.69733541101226,500,
90,0.75,9,71.79009122465726,16.227792,1.630430,116.8333276553764,532,
90,0.75,10,64.61108210219153,14.269569,0.756292,105.25502250763262,558,exceed_dp_points
91,0.25,1,82.55157892191755,173.202741,211.916427,99.24661463226249,12,exceed_dp_points
91,0.5,1,68.7929824349313,49.800834,136.206412,97.28488752078701,14,exceed_dp_points
91,0.75,1,58.965413515655406,34.799404,57.856126,95.11200977393455,12,exceed_dp_points
92,0.25,1,70.69790685534936,48.608446,2.046386,84.9991976211493,328,exceed_dp_points
92,0.5,1,58.9149223794578,12.935284,0.924714,83.47687089507464,330,exceed_dp_points
92,0.75,1,50.49850489667812,8.469751,1.000340,81.45578067082542,334,exceed_dp_points
93,0.25,1,155.8208290227034,109.804788,5.817531,187.33400214862394,160,
93,0.25,2,140.23874612043306,110.674222,3.478930,168.60084674817875,176,
93,0.25,3,126.21487150838976,115.006381,7.999432,151.7415062215124,196,
93,0.25,4,113.59338435755079,118.075320,2.611391,136.56739926040026,214,
93,0.25,5,102.23404592179571,110.603820,6.426823,122.91234783118055,234,
93,0.25,6,92.01064132961615,125.241030,4.074303,110.62098995910564,244,
93,0.25,7,82.80957719665453,125.397760,3.215790,99.75424024059181,262,exceed_dp_points
93,0.5,1,129.85069085225285,30.851443,5.696654,183.64133574575288,168,
93,0.5,2,116.86562176702758,30.988111,2.043143,165.27667972943286,182,
93,0.5,3,105.17905959032483,32.911139,5.923882,148.74735941830033,204,
93,0.5,4,94.66115363129235,30.725490,5.132143,133.87605181215986,226,
93,0.5,5,85.19503826816312,30.241979,3.767292,120.48735941830482,238,
93,0.5,6,76.67553444134681,34.255164,4.377906,108.44033083638513,252,exceed_dp_points
93,0.75,1,111.30059215907386,20.915287,8.157060,179.52543918306688,168,
93,0.75,2,100.17053294316648,20.490844,6.121479,161.57322506684196,190,
93,0.75,3,90.15347964884984,21.939941,8.299039,145.41571029493164,204,
93,0.75,4,81.13813168396486,20.512042,17.993999,130.87549536544205,224,
93,0.75,5,73.02431851556837,23.229598,2.795073,117.78826557777882,240,
93,0.75,6,65.72188666401154,23.284120,1.846339,106.00963239547212,256,exceed_dp_points
94,0.25,1,107.88089068010241,102.714325,4.301873,130.06023347038365,242,
94,0.25,2,97.09280161209217,119.136607,2.591035,117.08693441727755,256,
94,0.25,3,87.38352145088295,120.069777,1.971907,105.42040979636401,268,exceed_dp_points
94,0.5,1,89.90074223341867,34.332853,1.786292,127.52172450856217,248,
94,0.5,2,80.9106680100768,33.187842,0.937101,114.81172450857342,260,
94,0.5,3,72.81960120906912,32.441726,14.923634,103.36172450858611,272,exceed_dp_points
94,0.75,1,77.057779057216,18.864147,2.354353,124.66757986596943,252,
94,0.75,2,69.35200115149439,22.024837,1.256719,112.238524820313,266,exceed_dp_points
95,0.25,1,86.10121279012724,57.390984,3.523708,103.51712925168071,302,
95,0.25,2,77.49109151111452,51.425424,8.292926,93.77720347724741,324,exceed_dp_points
95,0.5,1,71.75101065843937,14.955706,1.078325,101.47614436584584,310,exceed_dp_points
95,0.75,1,61.500866278662315,9.444882,1.629920,99.78709110689515,312,exceed_dp_points
96,0.25,1,85.21078220859404,77.842439,20.157433,102.4453845078885,46,
96,0.25,2,76.68970398773463,76.559963,5.564424,92.19810890241706,52,
96,0.25,3,69.02073358896116,83.395292,13.163276,82.98030852825924,60,exceed_dp_points
96,0.5,1,71.00898517382836,20.056286,17.348038,100.42545341896042,48,
96,0.5,2,63.908086656445526,20.945228,12.822719,90.38108821193424,56,
96,0.5,3,57.51727799080098,21.780521,8.437918,81.34619483537985,64,exceed_dp_points
96,0.75,1,60.86484443471002,13.729140,20.965208,98.17578723901346,48,
96,0.75,2,54.77835999123902,14.685043,13.002006,88.35829127969907,56,
96,0.75,3,49.30052399211512,13.382641,26.022446,79.52296427681792,68,exceed_dp_points
97,0.25,1,140.0822343567279,70.513461,1.067095,168.90453673411605,226,
97,0.25,2,126.0740109210551,68.065069,0.981749,,,frechet_failed
97,0.5,1,116.73519529727324,19.345942,0.980003,,,frechet_failed
97,0.75,1,100.0587388262342,12.472360,1.332156,,,frechet_failed
98,0.25,1,275.38273166411705,152.950504,5.340843,331.643303058271,190,
98,0.25,2,247.84445849770535,157.910155,2.733422,298.5383305504866,208,
98,0.25,3,223.06001264793483,157.063787,2.265773,268.8668868228808,218,
98,0.25,4,200.75401138314135,158.028993,1.987232,242.04993456286803,238,
98,0.25,5,180.6786102448272,145.158638,1.853710,217.91210549660033,256,
98,0.25,6,162.6107492203445,150.275325,1.255156,196.19387309409046,270,
98,0.25,7,146.34967429831005,142.301045,2.859163,176.63937431742337,282,
98,0.25,8,131.71470686847906,142.535175,2.542011,159.0595906325445,306,
98,0.25,9,118.54323618163116,148.076967,3.961480,143.2113812641326,318,
98,0.25,10,106.68891256346805,149.284994,1.000656,128.96145779516192,338,
98,0.25,11,96.02002130712125,134.244738,1.257293,116.15190288499828,386,exceed_dp_points
98,0.5,1,229.48560972009756,43.520157,3.131153,324.70039396218885,196,
98,0.5,2,206.5370487480878,44.027272,1.540676,292.72298708472215,206,
98,0.5,3,185.88334387327905,42.579985,1.074375,263.51300672098836,228,
98,0.5,4,167.29500948595114,43.680786,2.693516,237.22302852909482,246,
98,0.5,5,150.56550853735604,44.861073,1.517325,212.93503314844702,260,
98,0.5,6,135.50895768362045,43.012816,0.898592,192.27307963142673,282,
98,0.5,7,121.95806191525841,41.925474,6.341278,173.11310948068208,288,
98,0.5,8,109.76225572373258,40.189298,3.935375,155.86314263210906,306,
98,0.5,9,98.78603015135933,40.242201,2.332202,140.3431794232778,328,
98,0.5,10,88.90742713622339,34.919154,2.989870,126.527629651362,362,exceed_dp_points
98,0.75,1,196.70195118865504,28.565870,3.897919,317.658844647989,196,
98,0.75,2,177.03175606978954,27.367066,1.782082,285.93841551160176,210,
98,0.75,3,159.32858046281058,28.482560,1.145330,257.66243356090246,234,
98,0.75,4,143.39572241652954,28.051331,1.037972,231.96359735548302,246,
98,0.75,5,129.0561501748766,28.323824,1.857946,208.83924802262342,258,
98,0.75,6,116.15053515738893,27.679905,0.822830,188.0246950620135,278,
98,0.75,7,104.53548164165004,25.436090,2.944473,169.3652153341868,294,
98,0.75,8,94.08193347748504,25.918240,2.001677,152.4208366018384,306,
98,0.75,9,84.67374012973653,23.174663,0.919213,137.25505056050125,328,
98,0.75,10,76.20636611676288,23.357479,1.149903,123.58857501531762,368,exceed_dp_points
99,0.25,1,64.51959849982096,68.313766,0.940460,77.56960218546625,34,exceed_dp_points
99,0.5,1,53.76633208318413,20.355115,1.282226,75.61436450733835,36,exceed_dp_points
99,0.75,1,46.08542749987211,12.874218,3.793823,74.33762142515747,36,exceed_dp_points
100,0.25,1,99.86398281044147,90.276037,300.019259,,,frechet_timeout
100,0.5,1,83.21998567536788,24.538336,0.615819,118.8673772535459,466,
100,0.5,2,74.8979871078311,24.886083,300.017446,,,frechet_timeout
100,0.75,1,71.33141629317248,15.849762,300.017131,,,frechet_timeout
