id,epsilon,dp_dist,simp_dist,dp_points,simp_points
1,0.25,98.17128257590181,87.82658686497109,112,112
1,0.5,98.17128257590181,80.99000000000024,112,114
1,0.75,98.17128257590181,75.85379885015661,112,114
2,0.25,340.4353706887693,305.06787944614223,822,472
