id,best_delta,epsilon,baseline_dist,best_simp_dist,orig_points,baseline_points,best_points,note
703,13.331087244343472,0.5,19.996630866515208,18.857418509399096,2346,405,252,
702,9.18205281715047,0.5,17.216349032157133,12.989999999999782,1763,222,152,
700,0.9456945690195684,0.5,13.211200512287693,1.3423906606915381,523,451,388,
704,0.48113212185784493,0.5,6.721338096882841,0.6851899201402049,110,103,102,
714,3.4655488775497028,0.5,5.198323316324554,-1.0,200,100,78,frechet_failed_or_timeout
709,5.584283741311246,0.5,13.08816501869823,7.902323610242199,760,695,548,
716,-1,0.5,-1,-1,1650,881,-1,baseline_frechet_failed
711,5.011300383156723,0.5,11.745235273023567,7.091889592796857,251,228,204,
707,3.126085814582737,0.5,14.31008521079744,4.425839768396556,585,453,414,
718,14.01103577611857,0.5,21.016553664177856,-1.0,810,623,412,frechet_failed_or_timeout
719,13.676722063029267,0.5,20.5150830945439,-1.0,1445,932,556,frechet_failed_or_timeout
710,5.847082770888068,0.5,17.130125305336133,8.273889582387204,904,290,232,
712,1.4401799573673264,0.5,10.300969772581999,2.0408840239516643,216,63,56,
720,12.287686243504881,0.5,18.431529365257322,17.54393579595428,1195,889,642,
715,13.306630111632863,0.5,19.959945167449295,-1.0,9644,1063,408,frechet_failed_or_timeout
713,1.9754125534106004,0.5,17.66156452963292,2.7985468151977435,588,514,404,
727,-1,0.5,-1,-1,1901,1363,-1,baseline_frechet_failed
722,14.09952655089174,0.5,21.14928982633761,20.11561553716746,1220,1025,774,
717,7.420318779425326,0.5,21.73921517409763,10.498896890564827,1699,1113,854,
721,4.833972345995379,0.5,17.702535446760418,6.84116578729152,791,652,542,
728,12.278605387959793,0.5,18.41790808193969,-1.0,1182,1062,782,frechet_failed_or_timeout
723,11.829566975601557,0.5,22.180438079252916,16.80202789269951,2275,1533,940,
730,11.262520736129778,0.5,16.893781104194666,-1.0,1269,736,448,frechet_failed_or_timeout
732,-1,0.5,-1,-1,1824,1234,-1,baseline_frechet_failed
731,13.899102000684216,0.5,20.848653001026324,-1.0,606,488,402,frechet_failed_or_timeout
725,7.364489265512102,0.5,21.57565214505498,10.434198711241532,1125,757,526,
734,-1,0.5,-1,-1,1790,86,-1,baseline_frechet_failed
737,-1,0.5,-1,-1,585,339,-1,baseline_frechet_failed
735,9.46610776429523,0.5,14.199161646442846,13.392069012900265,398,363,310,
724,6.571725514620851,0.5,19.25310209361577,9.298713872217997,1951,1043,690,
739,-1,0.5,-1,-1,1096,800,-1,baseline_frechet_failed
729,6.390661761439518,0.5,18.722641879217335,9.064089173651983,1397,220,204,
742,-1,0.5,-1,-1,1648,916,-1,baseline_frechet_failed
736,14.290410709328851,0.5,21.435616063993276,-1.0,1604,580,364,frechet_failed_or_timeout
744,-1,0.5,-1,-1,1694,999,-1,baseline_frechet_failed
741,-1,0.5,-1,-1,1,1,-1,baseline_frechet_failed
726,3.5423890543191257,0.5,20.269712758936645,5.055428949150815,1299,630,570,
746,13.777797215218692,0.5,20.66669582282804,-1.0,1800,1332,1048,frechet_failed_or_timeout
733,3.1048858861857855,0.5,22.20787443770731,4.3959217973945925,611,394,350,
740,5.0996387756398045,0.5,9.561822704324634,7.212787700560682,1658,67,54,
745,4.242711420961282,0.5,19.421591587652347,6.028602351908944,723,437,378,
743,1.1383272238845752,0.5,15.902247613546082,1.614803934283818,420,224,210,
747,5.796774369582557,0.5,21.22842176360799,8.202674211718646,1013,753,628,
749,7.992012486654435,0.5,18.731279265596328,11.395559950529726,1122,1058,790,
751,14.860647747188189,0.5,22.290971620782283,-1.0,2749,1608,892,frechet_failed_or_timeout
738,4.650928949470108,0.5,21.290263135391722,6.5824058994697205,1712,973,872,
750,13.57916677983701,0.5,20.368750169755515,-1.0,10498,1878,966,frechet_failed_or_timeout
755,14.731925471724018,0.5,22.097888207586028,20.839086509165487,1541,1140,712,
758,-1,0.5,-1,-1,1708,750,-1,baseline_frechet_failed
748,2.5157775693833857,0.5,17.994243402839075,3.571355959038762,821,404,340,
753,7.886418469080652,0.5,18.483793286907776,11.158071929542974,871,778,604,
757,5.55822344224436,0.5,13.027086192760217,7.865493980573703,1016,161,158,
756,4.531111340617912,0.5,13.274740255716537,6.412688831667962,644,428,350,
760,13.558268697095459,0.5,20.33740304564319,-1.0,1793,886,626,frechet_failed_or_timeout
762,14.30916895349088,0.5,21.46375343023632,-1.0,1784,548,332,frechet_failed_or_timeout
759,13.876358375849321,0.5,20.814537563773982,19.629128854072274,1726,835,598,
765,-1,0.5,-1,-1,1629,637,-1,baseline_frechet_failed
754,5.239550149331251,0.5,15.350244578118897,7.411962743324259,2473,238,224,
766,13.975325183688573,0.5,20.96298777553286,-1.0,1701,997,716,frechet_failed_or_timeout
769,-1,0.5,-1,-1,1329,131,-1,baseline_frechet_failed
764,13.764784449002477,0.5,20.647176673503715,19.471272381494128,1724,654,518,
768,14.51220964795501,0.5,21.768314471932513,-1.0,1361,883,576,frechet_failed_or_timeout
752,4.424342743802939,0.5,20.253033800367454,6.323978604246518,2425,793,634,
772,14.196285069540174,0.5,21.29442760431026,-1.0,1693,671,456,frechet_failed_or_timeout
763,5.67511365539163,0.5,20.782886921600202,8.030672134897763,1277,511,478,
761,3.846455155350568,0.5,22.009592945197486,5.44449686650762,1278,886,724,
775,14.658699164394966,0.5,21.988048746592447,-1.0,714,454,358,frechet_failed_or_timeout
774,13.859979119129903,0.5,20.789968678694855,-1.0,1708,895,724,frechet_failed_or_timeout
767,1.3058308876076974,0.5,18.242246763888236,1.8516935928753457,816,704,632,
770,4.890187644541445,0.5,11.46137729189401,6.9307988218995975,1801,83,70,
776,14.542009708078938,0.5,21.813014562118408,20.574045853547766,2007,1198,748,
773,2.276673230641349,0.5,16.28403590184222,3.2397108224442914,1124,755,638,
777,1.2582956027944796,0.5,17.57818650632834,1.7842756178082162,321,294,264,
779,5.052780561658789,0.5,14.803068051734732,7.150668852842174,779,691,588,
778,3.8518393571679987,0.5,14.1058570208789,5.459352623599427,840,779,642,
771,4.334834316979953,0.5,19.843296739105003,6.134967477292184,1723,296,292,
786,-1,0.5,-1,-1,1673,1304,-1,baseline_frechet_failed
782,6.617846763698342,0.5,19.388222940522482,9.359999999999673,1152,209,190,
780,5.0742371803514565,0.5,18.58241154913863,7.181023968335675,1262,1004,828,
781,4.8111168348138325,0.5,22.023545081240073,6.808875998177345,846,713,546,
791,-1,0.5,-1,-1,1640,892,-1,baseline_frechet_failed
787,13.700567680121422,0.5,20.550851520182132,-1.0,1669,948,666,frechet_failed_or_timeout
788,11.635150283060097,0.5,17.452725424590145,-1.0,1618,524,402,frechet_failed_or_timeout
785,10.51107536103797,0.5,19.708266301946193,14.874418659067517,1557,1103,780,
789,12.415719847421682,0.5,18.623579771132523,-1.0,1741,959,700,frechet_failed_or_timeout
790,13.630158294669217,0.5,20.445237442003826,-1.0,1688,747,592,frechet_failed_or_timeout
793,10.247302114313724,0.5,15.370953171470587,-1.0,1634,827,644,frechet_failed_or_timeout
784,6.809198752070443,0.5,19.94882446895637,9.655421733938805,1752,344,314,
796,13.657696213494981,0.5,20.486544320242473,-1.0,1804,1337,936,frechet_failed_or_timeout
783,1.4274025472109884,0.5,19.940583229218436,2.023601959428593,605,336,292,
800,13.683984790708159,0.5,20.52597718606224,-1.0,1881,1348,1020,frechet_failed_or_timeout
798,14.483469273691133,0.5,21.7252039105367,20.669926542116357,1563,1063,700,
794,9.146353832342385,0.5,21.43676679455246,12.9407033842672,1582,720,584,
799,14.617909715066626,0.5,21.92686457259994,-1.0,4183,2466,1120,frechet_failed_or_timeout
792,1.5522148594326852,0.5,21.684191088648763,2.2000927059916875,559,498,470,
805,-1,0.5,-1,-1,1597,124,-1,baseline_frechet_failed
803,14.726634990257724,0.5,22.089952485386586,-1.0,2010,1581,938,frechet_failed_or_timeout
797,2.642270373172412,0.5,18.898990439217645,3.7533686655739142,934,706,568,
806,14.817319499247617,0.5,22.225979248871425,-1.0,1586,1066,830,frechet_failed_or_timeout
808,-1,0.5,-1,-1,1608,908,-1,baseline_frechet_failed
802,6.415043703688706,0.5,18.7940733506505,9.144956605041004,843,113,98,
809,-1,0.5,-1,-1,1603,513,-1,baseline_frechet_failed
811,-1,0.5,-1,-1,1682,612,-1,baseline_frechet_failed
801,7.094532732434757,0.5,20.78476386455495,10.034009557917454,1656,339,322,
810,11.505035518583766,0.5,17.257553277875648,-1.0,1039,678,548,frechet_failed_or_timeout
807,14.748279522920877,0.5,22.122419284381316,21.041640773337235,1399,865,596,
815,-1,0.5,-1,-1,1453,472,-1,baseline_frechet_failed
804,9.076821270737101,0.5,21.27379985329008,12.849052477366595,1563,1157,762,
813,13.76439832551307,0.5,20.646597488269606,19.518768123503424,1346,740,562,
816,10.56054591109446,0.5,15.84081886664169,-1.0,1753,229,148,frechet_failed_or_timeout
818,13.158280058947073,0.5,19.73742008842061,-1.0,5293,2362,1106,frechet_failed_or_timeout
812,6.864774804274944,0.5,20.111644934399248,9.713247242638829,1441,1274,1138,
795,4.610960881275255,0.5,21.10730383884546,6.525862996608441,3372,1114,858,
822,5.819103130597859,0.5,8.728654695896788,-1.0,536,59,44,frechet_failed_or_timeout
824,10.537524101156938,0.5,15.806286151735408,-1.0,965,624,492,frechet_failed_or_timeout
817,9.431436077835821,0.5,14.14715411675373,13.35436230621296,4443,199,72,
814,1.5254383731043912,0.5,21.310127895852418,2.1622645543764976,663,425,382,
823,12.800660604816263,0.5,19.200990907224394,18.119680004160816,2843,1367,634,
819,4.624544341014815,0.5,16.93558718633355,6.546522604235106,1700,461,384,
826,6.4530358207285206,0.5,15.12430270483247,9.130000059522546,1080,234,232,
821,2.569967717135835,0.5,18.38184154369235,3.639110610662803,635,265,234,
829,10.84498661358706,0.5,20.33434990047574,15.453920532026551,1236,1024,770,
832,12.458022377129337,0.5,18.687033565694005,-1.0,1756,935,728,frechet_failed_or_timeout
820,3.8840670216670845,0.5,11.379102602540284,5.493533935357945,4001,256,220,
833,12.929807916959597,0.5,19.394711875439395,-1.0,2818,1073,784,frechet_failed_or_timeout
830,0.9887766364875538,0.5,13.813050042198316,1.4032762710566744,148,136,132,
827,1.6758003306814975,0.5,18.728528142141144,2.3747694551414944,611,243,200,
831,7.84218380871339,0.5,18.380118301672006,11.095514021857909,1240,811,616,
828,3.5270490863738724,0.5,20.18193675827334,4.992544586204501,1103,318,272,
834,9.165405717088431,0.5,17.185135719540806,13.010964848044999,907,846,684,
838,12.96186767993825,0.5,19.442801519907373,-1.0,966,672,564,frechet_failed_or_timeout
837,9.093057896584758,0.5,13.639586844877138,12.876895438378302,807,592,500,
839,13.874349238084962,0.5,20.811523857127444,-1.0,5144,2876,1348,frechet_failed_or_timeout
836,6.61661785254323,0.5,15.507698091898195,9.359999999999673,1673,134,98,
840,1.540115066388428,0.5,8.8126090987497,2.1821577929999534,85,66,64,
835,0.734525479467579,0.5,8.208961927900969,1.0437665365612483,454,263,240,
842,11.485214184459302,0.5,17.227821276688953,-1.0,6590,483,186,frechet_failed_or_timeout
825,2.9947133518257165,0.5,17.135887251810352,4.240037287423767,2504,76,66,
849,13.405294891568731,0.5,20.107942337353098,-1.0,1436,989,592,frechet_failed_or_timeout
847,2.02214937593104,0.5,5.924265749797968,2.8644290325583768,127,100,98,
843,6.016798705228587,0.5,17.627339956724374,8.581832989136942,2225,799,518,
848,8.728738155534403,0.5,20.457980052033754,12.394948853879395,629,441,376,
852,-1,0.5,-1,-1,1574,550,-1,baseline_frechet_failed
841,5.5686006221541255,0.5,13.051407708173729,7.880000000000109,3678,412,306,
851,14.513964910827404,0.5,21.770947366241106,-1.0,1663,1250,860,frechet_failed_or_timeout
844,5.934158012657242,0.5,17.385228552706764,8.396052143447799,1750,145,134,
846,4.8424685017013935,0.5,17.733649298222872,6.853281225488876,1099,573,438,
853,11.457300487920428,0.5,17.18595073188064,16.208064729307026,1604,1275,968,
857,11.20264736248531,0.5,16.803971043727966,-1.0,1700,1270,836,frechet_failed_or_timeout
854,8.092322365622708,0.5,18.96638054442822,11.449207108066709,805,520,410,
856,4.802632920059575,0.5,11.256170906389627,6.796938683524461,466,354,318,
850,7.445215407280426,0.5,21.812154513516873,10.576026909158582,1774,1230,902,
845,3.066612590787965,0.5,11.230270718217641,4.35648713727102,3020,201,196,
858,4.477176874244316,0.5,20.49488925587913,6.336349335119323,663,411,364,
861,4.710204307293513,0.5,7.06530646094027,-1.0,3345,74,40,frechet_failed_or_timeout
859,7.203104606462857,0.5,13.505821137117858,10.213928393171619,1643,435,348,
867,0.0,0.5,0.0,-1.0,2,2,-1,simplify_failed
860,6.942251076133558,0.5,16.270900959688024,9.855541584901545,1757,979,678,
868,-1,0.5,-1,-1,5,5,-1,baseline_frechet_failed
870,-1,0.5,-1,-1,1720,252,-1,baseline_frechet_failed
862,10.866324541886378,0.5,20.374358516036956,15.51454034592331,3101,1741,896,
869,-1,0.5,-1,-1,3,2,-1,baseline_frechet_failed
855,2.591842332230708,0.5,18.538300983171748,3.6704198971382103,1375,765,614,
866,5.958626081628008,0.5,13.965529878815643,8.430000000000291,1154,180,150,
871,12.437756242411945,0.5,18.65663436361792,-1.0,1456,1127,812,frechet_failed_or_timeout
865,5.463219624723198,0.5,12.804420995444993,7.730799161361329,1284,135,132,
864,6.542207054746692,0.5,19.166622230703194,9.256695654741835,1267,271,258,
863,2.0724976386294363,0.5,14.823658265801209,2.956631355818327,900,778,644,
872,12.472909519756755,0.5,18.709364279635132,-1.0,911,544,418,frechet_failed_or_timeout
876,-1,0.5,-1,-1,1874,72,-1,baseline_frechet_failed
873,9.602642411566606,0.5,14.403963617349909,13.730914043008166,1656,520,404,
874,6.016267247521283,0.5,14.100626361378005,8.508332240969864,736,79,74,
882,-1,0.5,-1,-1,724,376,-1,baseline_frechet_failed
875,14.121509347698735,0.5,21.182264021548104,-1.0,6647,4122,1928,frechet_failed_or_timeout
885,-1,0.5,-1,-1,1666,732,-1,baseline_frechet_failed
880,6.563024643855049,0.5,15.382089009035269,9.306740511712183,1036,158,158,
878,10.451473594892297,0.5,19.596512990423054,14.785559575270263,1656,642,486,
877,9.942149725936023,0.5,14.913224588904034,-1.0,7137,404,160,frechet_failed_or_timeout
881,9.6038936550704,0.5,18.007300603257,13.58694216487821,1587,764,636,
879,0.09782064085969525,0.5,1.3665385664398113,0.14327314490735577,182,170,148,
887,6.542249082767634,0.5,9.81337362415145,-1.0,803,475,400,frechet_failed_or_timeout
891,-1,0.5,-1,-1,1801,908,-1,baseline_frechet_failed
890,-1,0.5,-1,-1,1392,442,-1,baseline_frechet_failed
894,0.0,0.5,0.0,-1.0,6,6,-1,simplify_failed
889,11.82651296519924,0.5,17.73976944779886,-1.0,943,533,420,frechet_failed_or_timeout
886,2.6038227466090795,0.5,9.535483691195356,3.6872201514162475,270,163,142,
892,13.524729415185282,0.5,20.287094122777923,-1.0,1713,1353,1090,frechet_failed_or_timeout
883,13.272017870295377,0.5,19.908026805443065,18.960537753618787,5655,2916,1340,
888,11.727605113058509,0.5,17.591407669587763,16.59026473563647,1784,666,502,
899,-1,0.5,-1,-1,1745,911,-1,baseline_frechet_failed
884,3.057102192534983,0.5,13.994303249519268,4.32835734252961,796,567,486,
900,0.0,0.5,0.0,-1.0,455,248,-1,simplify_failed
895,10.238393954797358,0.5,15.357590932196036,-1.0,1522,628,508,frechet_failed_or_timeout
896,12.006487696610101,0.5,18.00973154491515,16.984628858390863,879,673,562,
897,8.33787880689795,0.5,12.506818210346925,-1.0,1099,906,714,frechet_failed_or_timeout
898,13.504866950414431,0.5,20.257300425621647,-1.0,1807,1173,906,frechet_failed_or_timeout
893,7.806264252279482,0.5,18.295931841280034,11.048676793349985,900,356,288,
905,10.21084304012713,0.5,15.316264560190696,-1.0,939,479,384,frechet_failed_or_timeout
904,12.733150583186335,0.5,19.0997258747795,-1.0,1768,469,330,frechet_failed_or_timeout
907,-1,0.5,-1,-1,1649,615,-1,baseline_frechet_failed
902,6.309758509472314,0.5,11.830797205260588,8.928099339851759,909,318,256,
908,11.542007773771024,0.5,17.313011660656535,-1.0,1655,842,628,frechet_failed_or_timeout
909,9.750432567352522,0.5,14.625648851028783,-1.0,1135,765,586,frechet_failed_or_timeout
910,5.839074129673968,0.5,10.948263993138688,8.277539837026024,913,659,520,
911,7.059494166674423,0.5,13.236551562514542,9.9886008452935,1359,1279,1044,
906,6.087998313661473,0.5,17.835932559555093,8.614045605179127,1689,136,132,
901,5.094113514695812,0.5,18.65520085948173,7.2064095092934455,1600,202,202,
916,4.273391148969882,0.5,8.012608404318529,6.048191852522405,84,79,72,
913,6.017247797878017,0.5,22.035819572307187,8.514662332348019,852,746,628,
912,2.824793984398561,0.5,20.204501040448378,4.015066892874365,540,504,430,
903,9.717831963329976,0.5,18.220934931243704,13.743351809419067,5456,461,210,
918,12.756447889882308,0.5,19.13467183482346,18.22069061280349,1107,808,498,
914,0.8736791223274413,0.5,12.205156343906756,1.2398694527287806,235,73,64,
921,8.983360287318396,0.5,13.475040430977593,-1.0,921,657,558,frechet_failed_or_timeout
920,14.750089323574132,0.5,22.1251339853612,-1.0,1350,501,300,frechet_failed_or_timeout
915,0.8598052971539852,0.5,12.011341245202132,1.2209025327711762,526,489,420,
922,4.79413805141744,0.5,11.236261058009626,6.784843596859155,594,317,268,
919,12.289533182535125,0.5,18.43429977380269,-1.0,7982,3464,1552,frechet_failed_or_timeout
917,1.399748736856556,0.5,19.554263961360164,1.9844461367483581,647,613,522,
923,3.655298376099915,0.5,16.732628064422215,5.181952454754026,316,241,202,
926,10.729835890501926,0.5,16.09475383575289,15.17927482768666,925,520,416,
924,5.979533790336745,0.5,17.51816540137718,8.460424845088795,1024,183,156,
931,0.0,0.5,0.0,-1.0,2,2,-1,simplify_failed
933,0.0,0.5,0.0,-1.0,8,8,-1,simplify_failed
934,0.0,0.5,0.0,-1.0,6,6,-1,simplify_failed
930,7.135548573184963,0.5,10.703322859777444,-1.0,893,454,364,frechet_failed_or_timeout
935,-1,0.5,-1,-1,1721,459,-1,baseline_frechet_failed
929,12.617197747007394,0.5,18.92579662051109,17.945896328993182,1033,748,576,
925,1.3760050162421322,0.5,19.222568016156533,1.9506246908065057,212,151,128,
936,-1,0.5,-1,-1,1698,721,-1,baseline_frechet_failed
937,11.461960833123472,0.5,17.19294124968521,-1.0,843,352,278,frechet_failed_or_timeout
928,4.11925839127233,0.5,15.085174772725814,5.83042796444374,683,590,488,
927,6.811650552550484,0.5,19.95600747817524,9.637504773216543,1570,396,354,
939,14.194216912149159,0.5,21.291325368223738,-1.0,2462,1887,1064,frechet_failed_or_timeout
941,13.73497435662567,0.5,20.602461534938506,-1.0,1805,1505,930,frechet_failed_or_timeout
944,-1,0.5,-1,-1,1390,911,-1,baseline_frechet_failed
942,10.042969567012568,0.5,15.064454350518853,-1.0,1647,1156,966,frechet_failed_or_timeout
932,0.7006722358608575,0.5,9.78827805995276,0.9958996859911622,328,313,300,
945,13.677831130168384,0.5,20.516746695252575,-1.0,1382,1133,694,frechet_failed_or_timeout
943,7.8985842083916795,0.5,11.84787631258752,-1.0,1749,515,420,frechet_failed_or_timeout
946,10.326837826565402,0.5,15.490256739848103,-1.0,1716,669,520,frechet_failed_or_timeout
950,-1,0.5,-1,-1,25979,175,-1,baseline_frechet_failed
948,8.311519652473484,0.5,12.467279478710225,-1.0,956,592,508,frechet_failed_or_timeout
947,13.890018018157837,0.5,20.835027027236755,-1.0,2852,2419,1436,frechet_failed_or_timeout
940,0.6592580844188873,0.5,3.017844014368685,0.9355501087702578,1677,22,20,
956,-1,0.5,-1,-1,1623,834,-1,baseline_frechet_failed
951,13.573966316899536,0.5,20.360949475349305,-1.0,1735,965,736,frechet_failed_or_timeout
954,13.96570373365594,0.5,20.94855560048391,-1.0,1897,1432,872,frechet_failed_or_timeout
952,13.510744526968976,0.5,20.266116790453463,19.299134569913484,1673,763,572,
957,12.723507909526523,0.5,19.085261864289784,-1.0,1683,1241,904,frechet_failed_or_timeout
938,4.506535916507825,0.5,20.6292842857719,6.389481131093092,1614,873,764,
961,4.1102415721839165,0.5,6.165362358275875,5.8140478221383685,5,3,4,exceed_baseline_points
949,4.038853451583409,0.5,14.790723089294708,5.71563204550892,1145,164,164,
953,3.3753467172143226,0.5,19.31388883904069,4.778233369030489,719,372,370,
958,3.1764117742707185,0.5,18.17557396471434,4.496128815742435,578,303,294,
955,2.8653366778150744,0.5,16.395587984934274,4.057066233677675,803,621,524,
960,11.578039746830388,0.5,21.708824525306976,16.46814318140897,1644,1479,1048,
963,14.142899453594838,0.5,21.214349180392258,20.186512127818965,657,289,160,
967,-1,0.5,-1,-1,879,37,-1,baseline_frechet_failed
964,6.471960044502834,0.5,15.168656354303515,9.157663938907655,1128,244,216,
962,6.99534722270471,0.5,20.494181316517704,9.897750148736664,1395,254,220,
959,6.118376594178717,0.5,17.92493142825796,8.673109763620257,1713,256,234,
969,8.759794135827976,0.5,13.139691203741965,-1.0,933,800,682,frechet_failed_or_timeout
970,13.737368953658196,0.5,20.606053430487293,-1.0,1310,1078,708,frechet_failed_or_timeout
972,9.183388770018276,0.5,13.775083155027414,-1.0,1481,1416,1146,frechet_failed_or_timeout
971,8.07442253238677,0.5,12.111633798580154,-1.0,1974,250,194,frechet_failed_or_timeout
976,-1,0.5,-1,-1,1842,76,-1,baseline_frechet_failed
975,13.631537522962526,0.5,20.44730628444379,-1.0,1753,1636,1114,frechet_failed_or_timeout
968,6.004411918553593,0.5,17.59105054263748,8.496277593076874,1257,449,426,
966,2.6549104318305674,0.5,15.191519347175026,3.7595773759351676,541,531,482,
973,8.161521826357035,0.5,19.1285667805243,11.546969900325962,1053,751,540,
965,4.671480530241247,0.5,21.38434080615805,6.643232061028444,1557,1012,784,
978,14.84886719951402,0.5,22.27330079927103,-1.0,2089,1923,1396,frechet_failed_or_timeout
974,4.26688680380858,0.5,15.625806166291184,6.039238350490298,936,800,644,
977,7.285089074280055,0.5,17.074427517843876,10.307006140769282,1303,262,230,
980,10.456540345537986,0.5,15.684810518306978,14.859101456282033,1441,931,752,
983,13.048211721938193,0.5,19.57231758290729,-1.0,1209,1127,824,frechet_failed_or_timeout
985,14.147571299830865,0.5,21.221356949746298,-1.0,1476,1341,924,frechet_failed_or_timeout
984,7.016019079087446,0.5,13.15503577328896,10.01069589903856,541,445,336,
982,2.4552810330567922,0.5,14.049230764714004,3.4785289430597586,246,27,26,
979,1.8167669202367192,0.5,12.994529630446804,2.5742551936840306,661,579,522,
987,9.212831580343513,0.5,21.592574016430106,13.074535608002257,998,856,636,
981,1.4261483473690602,0.5,19.923062259830438,2.021875756901418,792,623,566,
993,-1,0.5,-1,-1,1879,1115,-1,baseline_frechet_failed
991,13.507639264587773,0.5,20.26145889688166,-1.0,1630,1440,1056,frechet_failed_or_timeout
990,10.2324155930064,0.5,19.185779236886997,14.475582166094405,936,642,476,
994,12.449651504622466,0.5,18.6744772569337,-1.0,1680,929,750,frechet_failed_or_timeout
992,4.918646601553157,0.5,9.22246237791217,6.960746842330836,1641,72,52,
996,14.742130284732136,0.5,22.113195427098205,20.853367510432868,2488,1811,994,
998,14.614795327583805,0.5,21.922192991375706,-1.0,1836,1720,1252,frechet_failed_or_timeout
988,1.729012234921627,0.5,19.32321751402646,2.4501563552249386,817,755,674,
989,4.585477399284438,0.5,20.990649715962697,6.5338571979432905,1792,1501,1156,
999,13.75546863677777,0.5,20.633202955166656,-1.0,2015,1656,1134,frechet_failed_or_timeout
986,2.609594203558945,0.5,18.66527226132591,3.695469876843075,1489,588,528,
997,7.281002015418082,0.5,17.06484847363613,10.309850312673348,1691,224,202,
1000,11.18028874825564,0.5,16.77043312238346,-1.0,1779,1447,1062,frechet_failed_or_timeout
1006,-1,0.5,-1,-1,1706,282,-1,baseline_frechet_failed
1003,11.654513371524784,0.5,17.481770057287175,-1.0,1157,1047,768,frechet_failed_or_timeout
1001,7.198381431698007,0.5,13.49696518443376,10.184928792687906,1156,1070,866,
1009,-1,0.5,-1,-1,1642,648,-1,baseline_frechet_failed
1008,14.319480249746052,0.5,21.47922037461908,-1.0,1715,924,620,frechet_failed_or_timeout
1007,12.356969921005222,0.5,18.53545488150783,-1.0,1725,659,472,frechet_failed_or_timeout
1013,-1,0.5,-1,-1,1798,855,-1,baseline_frechet_failed
1010,11.78730878939418,0.5,17.68096318409127,-1.0,1615,193,104,frechet_failed_or_timeout
1004,9.106922519594125,0.5,21.34434965529873,12.913073086700614,1874,1595,1204,
1005,5.39060954509764,0.5,19.74100175206655,7.645072969547789,726,539,426,
1017,-1,0.5,-1,-1,1626,420,-1,baseline_frechet_failed
1012,14.238587777715379,0.5,21.357881666573068,-1.0,1728,548,312,frechet_failed_or_timeout
1011,8.717140979693996,0.5,13.075711469540995,12.332580435034602,1813,507,408,
1018,-1,0.5,-1,-1,1720,14,-1,baseline_frechet_failed
1019,-1,0.5,-1,-1,1769,689,-1,baseline_frechet_failed
1021,-1,0.5,-1,-1,1693,91,-1,baseline_frechet_failed
1014,14.399440084085612,0.5,21.599160126128417,20.368553569988787,1677,445,296,
1020,12.462665111078541,0.5,18.69399766661781,-1.0,1763,697,476,frechet_failed_or_timeout
1023,14.566892479668363,0.5,21.850338719502545,-1.0,1731,248,130,frechet_failed_or_timeout
1002,3.610667182057805,0.5,20.660403339716744,5.13617750944223,2043,854,802,
1026,-1,0.5,-1,-1,1508,383,-1,baseline_frechet_failed
1022,13.922055493835382,0.5,20.883083240753074,-1.0,2916,1315,922,frechet_failed_or_timeout
1016,4.560430177502947,0.5,10.68850822852253,6.451243858266017,1776,62,50,
1015,4.07245654754449,0.5,11.931025041634243,5.7600000000761025,1731,66,64,
1030,-1,0.5,-1,-1,1757,843,-1,baseline_frechet_failed
1031,-1,0.5,-1,-1,2,2,-1,baseline_frechet_failed
1027,12.330774652500645,0.5,18.49616197875097,-1.0,1780,774,538,frechet_failed_or_timeout
1025,12.589182805949802,0.5,18.883774208924702,17.808766727574167,1442,647,494,
1029,13.91196709979908,0.5,20.86795064969862,-1.0,1749,795,610,frechet_failed_or_timeout
1035,0.0,0.5,0.0,-1.0,138,138,-1,simplify_failed
1036,0.0,0.5,0.0,-1.0,6,6,-1,simplify_failed
995,4.22732332929038,0.5,12.384736316280406,6.009776056151725,6208,328,324,
1032,11.882321085194079,0.5,17.823481627791118,-1.0,1755,809,560,frechet_failed_or_timeout
1037,13.501955300921017,0.5,20.252932951381524,-1.0,1632,915,712,frechet_failed_or_timeout
1024,4.664977969818551,0.5,17.083659557440985,6.605281960738119,1687,117,98,
1042,0.0,0.5,0.0,-1.0,6,6,-1,simplify_failed
1034,9.0436107494998,0.5,16.956770155312125,12.794593456774034,908,439,370,
1028,8.505835073137163,0.5,19.935550952665224,12.033856857723904,1772,679,544,
1038,6.0953100986684605,0.5,14.285883043754204,8.626434869773972,900,384,308,
1041,9.172682576919023,0.5,13.759023865378534,12.977977070795129,749,402,318,
1039,7.012613956119411,0.5,16.43581395965487,9.919823062969954,905,74,56,
1047,-1,0.5,-1,-1,883,243,-1,baseline_frechet_failed
1040,12.581649695601408,0.5,18.872474543402113,17.861789067884406,1745,474,360,
1049,0.0,0.5,0.0,-1.0,2,2,-1,simplify_failed
1051,0.0,0.5,0.0,-1.0,2,2,-1,simplify_failed
1046,11.315149283161423,0.5,16.972723924742134,-1.0,938,479,404,frechet_failed_or_timeout
1033,6.263532879593406,0.5,18.350193983183804,8.859999999999673,1838,171,158,
1050,5.61032021334337,0.5,8.415480320015055,-1.0,848,307,262,frechet_failed_or_timeout
1043,11.766783365745802,0.5,22.062718810773376,16.645662236400167,1670,604,408,
1052,12.61993656406485,0.5,18.929904846097276,-1.0,1401,574,428,frechet_failed_or_timeout
