id,best_delta,epsilon,baseline_dist,best_simp_dist,orig_points,baseline_points,best_points,note
352,6.959461566510005,0.5,10.439192349765008,-1.0,1663,591,478,frechet_failed_or_timeout
347,9.898221045582437,0.5,18.559164460467066,14.055008759564112,1731,353,264,
357,13.760512735975288,0.5,20.64076910396293,-1.0,1725,775,530,frechet_failed_or_timeout
356,12.74899518125171,0.5,19.123492771877565,-1.0,1694,631,474,frechet_failed_or_timeout
353,9.01990998408387,0.5,21.14041402519657,12.77098351328384,1408,968,682,
351,0.030398040510000723,0.5,0.4246557202655921,0.04806531059084364,333,324,314,
345,1.5991861436256167,0.5,7.3204932111768315,2.277516557350993,1732,96,78,
354,11.710335189589177,0.5,21.956878480479705,16.565368605318298,1634,471,302,
361,13.68761878654851,0.5,20.531428179822765,-1.0,695,187,104,frechet_failed_or_timeout
362,12.489020645463375,0.5,18.733530968195062,-1.0,1661,179,108,frechet_failed_or_timeout
355,8.412146686751521,0.5,19.715968797073877,11.909621949005773,1736,444,348,
366,-1,0.5,-1,-1,99494,329,-1,baseline_frechet_failed
364,11.50973545485826,0.5,17.26460318228739,-1.0,1989,1577,1076,frechet_failed_or_timeout
368,-1,0.5,-1,-1,1754,474,-1,baseline_frechet_failed
358,7.409428283398244,0.5,17.365847539214634,10.48346587322519,1780,843,668,
369,-1,0.5,-1,-1,1738,521,-1,baseline_frechet_failed
363,11.60950804208335,0.5,21.76782757890628,16.423272098446112,989,664,540,
372,-1,0.5,-1,-1,1705,67,-1,baseline_frechet_failed
365,13.599853912597206,0.5,20.39978086889581,19.419635186027094,1107,711,442,
360,6.861678143234558,0.5,20.102572685257492,9.794111078564983,1345,959,786,
367,9.42394391836237,0.5,14.135915877543555,-1.0,1739,706,574,frechet_failed_or_timeout
374,-1,0.5,-1,-1,1732,50,-1,baseline_frechet_failed
376,-1,0.5,-1,-1,1349,378,-1,baseline_frechet_failed
378,-1,0.5,-1,-1,1758,577,-1,baseline_frechet_failed
379,0.0,0.5,0.0,-1.0,4,4,-1,simplify_failed
371,12.58045189991937,0.5,18.870677849879055,17.796317480385856,1500,572,398,
373,10.79921988241429,0.5,16.198829823621434,15.27739399143435,1499,358,228,
370,9.160095904959588,0.5,17.17517982179923,12.957777345628095,1479,143,94,
383,-1,0.5,-1,-1,1722,550,-1,baseline_frechet_failed
359,1.2766763652843787,0.5,14.267970233608533,1.8103169590687944,810,297,272,
386,-1,0.5,-1,-1,1357,1018,-1,baseline_frechet_failed
380,10.686829136133712,0.5,20.037804630250708,15.213638101592315,1545,1312,882,
382,10.188336480493186,0.5,15.28250472073978,-1.0,1714,727,526,frechet_failed_or_timeout
377,4.9170257547056595,0.5,14.405348890739235,6.95663904119695,918,140,132,
390,-1,0.5,-1,-1,1594,486,-1,baseline_frechet_failed
375,4.026745233183846,0.5,9.437684140274637,5.698955644316841,1616,69,60,
388,14.411594372794418,0.5,21.617391559191628,-1.0,1771,656,496,frechet_failed_or_timeout
385,14.33839170168032,0.5,21.50758755252048,20.507335890568108,1773,614,444,
384,9.586434473942626,0.5,17.974564638642423,13.591478684004679,1699,502,392,
387,13.351868340279749,0.5,20.027802510419622,18.88715792647972,1770,218,118,
381,7.280152563338747,0.5,21.328571962906484,10.296066197477947,1484,143,122,
396,-1,0.5,-1,-1,4,4,-1,baseline_frechet_failed
389,7.437487337722146,0.5,21.78951368473285,10.523101299463246,1676,609,470,
395,8.914771631206085,0.5,20.89399601063926,12.623340933664862,1135,984,734,
392,5.492065321456577,0.5,20.112543901818515,7.790293780229433,1308,932,732,
397,10.47650836603758,0.5,19.64345318632046,14.883758008355167,1422,1237,794,
400,-1,0.5,-1,-1,8,8,-1,baseline_frechet_failed
391,4.1194700572414575,0.5,15.085949916655723,5.830386492026829,1549,55,48,
404,-1,0.5,-1,-1,1614,579,-1,baseline_frechet_failed
401,14.080973317882636,0.5,21.121459976823953,-1.0,1703,1427,928,frechet_failed_or_timeout
399,8.503906911006611,0.5,12.755860366509916,-1.0,1741,85,26,frechet_failed_or_timeout
407,0.0,0.5,0.0,-1.0,4,4,-1,simplify_failed
403,8.840649434653184,0.5,13.260974151979775,-1.0,1750,663,522,frechet_failed_or_timeout
402,13.750665209126248,0.5,20.625997813689374,19.457119100073047,1612,1115,646,
393,3.8623020405566737,0.5,22.100269549694094,5.467033678515339,1563,1045,836,
408,-1,0.5,-1,-1,3,3,-1,baseline_frechet_failed
394,3.0116286285595084,0.5,21.540846552082357,4.264074328220356,1336,847,740,
398,3.989119207306442,0.5,11.686872677655588,5.643923931974953,1072,67,56,
412,-1,0.5,-1,-1,1724,453,-1,baseline_frechet_failed
414,-1,0.5,-1,-1,1630,470,-1,baseline_frechet_failed
411,-1,0.5,-1,-1,1712,530,-1,baseline_frechet_failed
413,-1,0.5,-1,-1,1616,641,-1,baseline_frechet_failed
410,13.241705698311412,0.5,19.862558547467117,-1.0,1729,568,370,frechet_failed_or_timeout
417,13.173489186103815,0.5,19.760233779155723,-1.0,1147,993,846,frechet_failed_or_timeout
418,12.826690071734753,0.5,19.24003510760213,-1.0,2516,2158,1432,frechet_failed_or_timeout
405,7.07237052211754,0.5,20.71983551401623,10.099785032805762,1877,1361,976,
406,4.574303786477715,0.5,13.401280624446429,6.4725349765996745,1762,76,66,
415,6.04960118526073,0.5,14.178752777954834,8.5600000000004,1719,166,150,
424,1.3965068947681358,0.5,2.094760342152204,1.9735795282695108,4,3,4,exceed_baseline_points
425,0.0,0.5,0.0,-1.0,9,9,-1,simplify_failed
416,3.9243615788073223,0.5,17.964301660800114,5.554509022680983,1202,302,300,
409,7.320039643901456,0.5,21.44542864424254,10.447104089253063,1749,325,252,
419,0.7338265123685931,0.5,10.251437952303226,1.0427925890607375,343,334,324,
422,8.556220860956081,0.5,20.053642642865814,12.10527130278514,936,827,668,
427,14.801760604611301,0.5,22.20264090691695,-1.0,371,138,72,frechet_failed_or_timeout
430,-1,0.5,-1,-1,1811,603,-1,baseline_frechet_failed
426,14.037084541580166,0.5,21.05562681237025,-1.0,1805,794,564,frechet_failed_or_timeout
433,0.0,0.5,0.0,-1.0,6,6,-1,simplify_failed
421,4.389136719239941,0.5,20.09187340960666,6.211860284642852,1220,382,372,
429,14.329209116490249,0.5,21.493813674735375,-1.0,1704,521,402,frechet_failed_or_timeout
431,11.599125572456417,0.5,17.398688358684627,-1.0,1689,177,102,frechet_failed_or_timeout
423,4.503930424448532,0.5,16.493885831720693,6.377551600759323,1018,216,208,
420,1.5484349364402727,0.5,21.631386174451627,2.1960056946394153,1198,867,826,
438,-1,0.5,-1,-1,1686,296,-1,baseline_frechet_failed
432,11.377677312728657,0.5,17.066515969092986,-1.0,1811,184,102,frechet_failed_or_timeout
428,5.6700950481340575,0.5,20.764508232912803,8.099904886754983,1063,925,696,
439,-1,0.5,-1,-1,1776,757,-1,baseline_frechet_failed
441,-1,0.5,-1,-1,1684,504,-1,baseline_frechet_failed
443,-1,0.5,-1,-1,1836,187,-1,baseline_frechet_failed
437,12.021639973798031,0.5,18.032459960697047,-1.0,1585,462,334,frechet_failed_or_timeout
440,11.321122717582355,0.5,16.981684076373533,-1.0,1753,594,412,frechet_failed_or_timeout
444,-1,0.5,-1,-1,928,523,-1,baseline_frechet_failed
436,11.623670078649269,0.5,17.435505117973904,16.4399999999996,1730,102,56,
446,-1,0.5,-1,-1,1829,985,-1,baseline_frechet_failed
442,13.820446879223155,0.5,20.730670318834733,-1.0,1725,403,264,frechet_failed_or_timeout
435,0.29426485468434355,0.5,4.110832531252085,0.42114546051180174,507,498,474,
434,4.881232951910891,0.5,14.300487163801435,6.90317227450274,1646,61,58,
447,13.26709623763629,0.5,19.900644356454436,-1.0,1713,610,348,frechet_failed_or_timeout
449,14.523119512098733,0.5,21.7846792681481,-1.0,1758,927,578,frechet_failed_or_timeout
448,13.14443043695315,0.5,19.716645655429726,-1.0,1851,1012,750,frechet_failed_or_timeout
450,9.205412765903151,0.5,17.260148936068408,13.02331396988993,562,307,236,
445,10.809063044010257,0.5,16.213594566015384,15.291279667982524,1754,607,446,
458,-1,0.5,-1,-1,1750,455,-1,baseline_frechet_failed
457,-1,0.5,-1,-1,911,278,-1,baseline_frechet_failed
452,14.39930658611194,0.5,21.59895987916791,-1.0,2142,1782,1108,frechet_failed_or_timeout
454,14.209642582499491,0.5,21.314463873749236,-1.0,1284,1107,836,frechet_failed_or_timeout
461,13.650657474133505,0.5,20.475986211200258,19.447547915315397,841,628,414,
456,6.53038978803087,0.5,15.30560106569735,9.280159564467775,940,393,334,
462,11.530473451501985,0.5,17.295710177252978,-1.0,1770,135,72,frechet_failed_or_timeout
453,8.231672093482363,0.5,15.434385175279429,11.646316517977075,1673,237,160,
459,8.909209238002308,0.5,20.880959151567907,12.71625661978318,1245,1036,716,
451,1.877569527663332,0.5,16.786779710620625,2.6826566181486955,557,326,302,
463,10.62680591634105,0.5,15.940208874511576,-1.0,1706,642,510,frechet_failed_or_timeout
468,-1,0.5,-1,-1,1747,412,-1,baseline_frechet_failed
467,-1,0.5,-1,-1,5,5,-1,baseline_frechet_failed
460,4.145361959476818,0.5,18.975961118210527,5.867374325822309,796,672,584,
471,0.0,0.5,0.0,-1.0,7,7,-1,simplify_failed
472,1.072556981928291,0.5,1.6088354728924363,1.520002400582705,16,7,8,exceed_baseline_points
455,4.468219763376291,0.5,16.36310948502059,6.329221840347482,1422,173,160,
470,13.016998467505013,0.5,19.52549770125752,-1.0,1690,669,402,frechet_failed_or_timeout
475,-1,0.5,-1,-1,1176,316,-1,baseline_frechet_failed
465,9.882628948367161,0.5,18.529929278188426,13.981075513249918,1711,396,286,
474,10.056132749105517,0.5,15.084199123658276,-1.0,1771,620,494,frechet_failed_or_timeout
477,12.812017255626797,0.5,19.218025883440195,-1.0,1750,346,220,frechet_failed_or_timeout
466,4.632699493272926,0.5,13.572361796698024,6.551631346451383,1404,78,74,
481,-1,0.5,-1,-1,1517,281,-1,baseline_frechet_failed
482,-1,0.5,-1,-1,1306,397,-1,baseline_frechet_failed
478,11.767117385108426,0.5,17.650676077662638,16.671307248171246,1738,533,384,
476,8.36324102530138,0.5,15.681076922440086,11.842293531905481,1763,634,498,
464,6.047042468032213,0.5,22.144930913203904,8.552269535859002,1786,128,114,
473,8.468727342068588,0.5,19.848579707973254,11.981587041115686,1731,329,240,
485,-1,0.5,-1,-1,1616,487,-1,baseline_frechet_failed
483,13.607429949677588,0.5,20.411144924516382,-1.0,1988,1511,934,frechet_failed_or_timeout
469,4.8899685031024624,0.5,17.90759949866624,6.923891483887786,1784,559,470,
488,12.252280453457809,0.5,18.378420680186714,-1.0,1784,965,762,frechet_failed_or_timeout
479,5.088748650596576,0.5,18.635554140368317,7.200704375103465,1476,336,306,
480,9.501695820218588,0.5,17.81567966290985,13.457429755079122,1789,738,560,
492,-1,0.5,-1,-1,1747,136,-1,baseline_frechet_failed
491,11.84009279178679,0.5,17.760139187680185,-1.0,1517,915,756,frechet_failed_or_timeout
490,14.860491931158021,0.5,22.29073789673703,-1.0,4936,2429,1080,frechet_failed_or_timeout
486,10.451872079418036,0.5,19.597260148908816,14.835359586798715,2397,1175,622,
484,5.202516955916289,0.5,15.241748894286,7.3623246302504475,900,50,36,
487,3.309148049325989,0.5,18.935097022968225,4.73071430862664,1080,938,790,
497,12.442608438717954,0.5,18.66391265807693,-1.0,1687,539,362,frechet_failed_or_timeout
489,7.012817968597756,0.5,16.43629211390099,9.920000000000073,1767,158,126,
498,12.185292928411629,0.5,18.277939392617444,-1.0,1708,527,360,frechet_failed_or_timeout
500,12.773131375273202,0.5,19.159697062909803,-1.0,1803,302,178,frechet_failed_or_timeout
493,3.8999276452043077,0.5,11.425569273059494,5.5200000005194845,1799,85,84,
504,-1,0.5,-1,-1,1737,537,-1,baseline_frechet_failed
495,5.630794273674332,0.5,20.620584498319086,7.968096517212175,1717,320,300,
506,-1,0.5,-1,-1,1780,166,-1,baseline_frechet_failed
499,5.277731405170202,0.5,15.462103726084573,7.46880132881866,826,417,368,
496,5.265956260710713,0.5,19.284507790688636,7.452160621748023,1477,291,232,
501,1.2468978901403363,0.5,17.41896229992158,1.768360379716496,287,215,174,
508,1.5731863658524283,0.5,2.3597795487786426,-1.0,370,331,278,frechet_failed_or_timeout
503,13.7101440178047,0.5,20.56521602670705,19.39384048056415,1754,331,194,
494,3.361321942159945,0.5,19.23363843246428,4.758495690053713,1829,942,848,
505,12.550868110454475,0.5,18.826302165681714,17.885127244526313,1531,1336,872,
507,9.189493416824673,0.5,13.784240125237009,-1.0,1794,796,612,frechet_failed_or_timeout
502,1.176445715212389,0.5,13.147805428643396,1.6687198227010467,572,525,474,
513,12.8040066200354,0.5,19.2060099300531,-1.0,718,669,516,frechet_failed_or_timeout
509,5.614023468418904,0.5,10.526294003285445,7.941901495579418,472,61,40,
512,6.364389184920469,0.5,18.645671440196683,9.004851404110333,641,215,200,
511,7.314805724617081,0.5,21.4300948963391,10.34935479978519,663,574,444,
518,9.851684366522235,0.5,14.777526549783353,-1.0,960,769,558,frechet_failed_or_timeout
521,-1,0.5,-1,-1,1730,300,-1,baseline_frechet_failed
517,8.480461854395832,0.5,12.72069278159375,-1.0,1772,504,386,frechet_failed_or_timeout
510,4.76966696781577,0.5,11.17890695581821,6.745332599872166,2005,130,122,
522,-1,0.5,-1,-1,1727,903,-1,baseline_frechet_failed
520,13.653585223495794,0.5,20.48037783524369,19.313988302738863,1031,841,598,
525,-1,0.5,-1,-1,1707,743,-1,baseline_frechet_failed
523,11.560115559843034,0.5,17.34017333976455,-1.0,1395,976,616,frechet_failed_or_timeout
527,-1,0.5,-1,-1,1690,89,-1,baseline_frechet_failed
514,5.734837968369411,0.5,21.001603888071568,8.110726485471645,1876,293,274,
516,1.5729943849497887,0.5,21.97447770670691,2.2295195694204106,655,564,440,
528,11.300619200307919,0.5,16.950928800461877,-1.0,1146,851,618,frechet_failed_or_timeout
524,6.714537252190475,0.5,15.737196684821425,9.500641380995003,483,271,210,
529,7.5074562427227285,0.5,11.261184364084093,-1.0,695,470,390,frechet_failed_or_timeout
519,6.355393370661474,0.5,18.619316515609786,8.992091747316891,1493,164,156,
532,-1,0.5,-1,-1,1768,843,-1,baseline_frechet_failed
533,-1,0.5,-1,-1,1677,552,-1,baseline_frechet_failed
534,-1,0.5,-1,-1,34108,242,-1,baseline_frechet_failed
515,1.5131186194265125,0.5,21.138022925143762,2.1448709707909557,1365,633,588,
539,-1,0.5,-1,-1,624,164,-1,baseline_frechet_failed
536,14.058986796199713,0.5,21.08848019429957,-1.0,1498,548,374,frechet_failed_or_timeout
530,10.784280335559492,0.5,16.176420503339237,15.256145161203667,1754,124,80,
531,11.405514537077364,0.5,17.108271805616045,16.186235026042414,1740,637,478,
542,-1,0.5,-1,-1,6,5,-1,baseline_frechet_failed
537,11.715699351404673,0.5,21.96693628388376,16.669018877527677,1415,1112,694,
535,8.008020688943049,0.5,18.768798489710267,11.330037367518948,830,341,270,
546,0.0,0.5,0.0,-1.0,15,14,-1,simplify_failed
526,4.707509253327913,0.5,17.2394137695114,6.661232999087701,1670,132,124,
541,11.222285289528998,0.5,21.04178491786687,15.990215573938368,1239,1030,686,
538,3.2603491021145596,0.5,18.655867207228994,4.642272808600023,933,830,696,
544,6.1133457377107865,0.5,9.17001860656618,-1.0,2277,106,52,frechet_failed_or_timeout
543,8.837209524938466,0.5,20.712209824074527,12.502671339083857,1325,968,648,
540,1.1905777793607855,0.5,16.63217944131398,1.6887346259173683,285,274,262,
553,-1,0.5,-1,-1,1740,703,-1,baseline_frechet_failed
552,-1,0.5,-1,-1,1729,856,-1,baseline_frechet_failed
550,10.34457868828018,0.5,15.51686803242027,-1.0,1607,453,348,frechet_failed_or_timeout
555,-1,0.5,-1,-1,871,400,-1,baseline_frechet_failed
556,-1,0.5,-1,-1,1666,129,-1,baseline_frechet_failed
551,11.289473544733285,0.5,16.93421031709993,15.970694198562951,1470,662,466,
548,4.314668705397697,0.5,10.112504778275852,6.108276716001507,1657,92,84,
547,3.8696901485090964,0.5,17.714035714000374,5.477498809910279,933,283,278,
545,3.0922016538533175,0.5,22.117149738216277,4.385553253561097,851,735,590,
561,-1,0.5,-1,-1,1734,410,-1,baseline_frechet_failed
549,8.408138826326223,0.5,19.706575374202085,11.894856675466407,1805,304,224,
563,0.0,0.5,0.0,-1.0,234,234,-1,simplify_failed
554,5.984570257828413,0.5,11.221069233428274,8.463493290454108,1806,87,62,
560,14.729115276838323,0.5,22.093672915257486,-1.0,1827,835,588,frechet_failed_or_timeout
559,13.539278942297189,0.5,20.308918413445785,-1.0,1706,1016,706,frechet_failed_or_timeout
564,-1,0.5,-1,-1,108,108,-1,baseline_frechet_failed
569,0.0,0.5,0.0,-1.0,211,209,-1,simplify_failed
570,-1,0.5,-1,-1,1128,186,-1,baseline_frechet_failed
568,-1,0.5,-1,-1,151,150,-1,baseline_frechet_failed
571,0.0,0.5,0.0,-1.0,116,116,-1,simplify_failed
566,4.119785309335287,0.5,7.724597455003664,5.830587407163622,81,77,70,
567,13.780231959652122,0.5,20.670347939478184,-1.0,1790,334,188,frechet_failed_or_timeout
572,-1,0.5,-1,-1,1603,516,-1,baseline_frechet_failed
575,-1,0.5,-1,-1,1709,241,-1,baseline_frechet_failed
576,-1,0.5,-1,-1,1448,457,-1,baseline_frechet_failed
573,11.26316994255688,0.5,16.89475491383532,-1.0,631,550,472,frechet_failed_or_timeout
578,0.0,0.5,0.0,-1.0,96,96,-1,simplify_failed
580,-1,0.5,-1,-1,1621,150,-1,baseline_frechet_failed
557,6.59405473954337,0.5,19.318519744755964,9.330380371545951,1759,561,462,
558,5.026546803785262,0.5,14.726211339214633,7.177462835096461,1709,502,436,
582,-1,0.5,-1,-1,1745,563,-1,baseline_frechet_failed
562,5.0623586006947185,0.5,14.831128712972806,7.163310846330205,1674,91,82,
583,-1,0.5,-1,-1,6,6,-1,baseline_frechet_failed
581,7.193172066947294,0.5,10.78975810042094,-1.0,960,602,504,frechet_failed_or_timeout
579,12.37427880541379,0.5,18.561418208120685,-1.0,1792,862,632,frechet_failed_or_timeout
565,5.606514119406985,0.5,13.140267467360122,7.945384470193646,1396,334,292,
588,-1,0.5,-1,-1,1694,992,-1,baseline_frechet_failed
574,11.396756962097726,0.5,21.368919303933236,16.27567043578205,1733,885,624,
586,-1,0.5,-1,-1,1775,1133,-1,baseline_frechet_failed
577,2.9319695987694527,0.5,16.776864616982184,4.151331292262996,218,209,194,
590,-1,0.5,-1,-1,911,415,-1,baseline_frechet_failed
592,-1,0.5,-1,-1,1698,266,-1,baseline_frechet_failed
584,9.971128682297225,0.5,14.956693023445839,-1.0,1725,664,496,frechet_failed_or_timeout
587,10.190117673775648,0.5,15.28517651066347,-1.0,1796,672,538,frechet_failed_or_timeout
591,10.321811954868336,0.5,15.482717932302503,-1.0,1644,497,388,frechet_failed_or_timeout
585,7.19139249670556,0.5,13.483860931322925,10.170188353295659,1590,113,90,
598,0.0,0.5,0.0,-1.0,141,141,-1,simplify_failed
593,13.889041565211656,0.5,20.833562347817484,-1.0,1567,688,536,frechet_failed_or_timeout
595,14.616448138096942,0.5,21.924672207145413,-1.0,1667,827,664,frechet_failed_or_timeout
594,14.296822270658737,0.5,21.445233405988105,-1.0,1792,1013,756,frechet_failed_or_timeout
602,-1,0.5,-1,-1,1695,523,-1,baseline_frechet_failed
603,-1,0.5,-1,-1,1702,334,-1,baseline_frechet_failed
599,14.111116431589856,0.5,21.166674647384784,-1.0,1621,904,596,frechet_failed_or_timeout
606,0.0,0.5,0.0,-1.0,5,5,-1,simplify_failed
605,-1,0.5,-1,-1,1686,642,-1,baseline_frechet_failed
607,0.0,0.5,0.0,-1.0,144,144,-1,simplify_failed
601,9.916346235569117,0.5,14.874519353353676,-1.0,1676,506,382,frechet_failed_or_timeout
608,0.0,0.5,0.0,-1.0,76,76,-1,simplify_failed
609,0.0,0.5,0.0,-1.0,155,155,-1,simplify_failed
589,9.355080858545577,0.5,21.925970762216195,13.335829372186538,1743,978,742,
611,-1,0.5,-1,-1,1735,761,-1,baseline_frechet_failed
596,6.236524620802325,0.5,18.27106822500681,8.824617811768071,1664,362,358,
610,2.849851242763124,0.5,5.343471080180857,4.035241892400827,174,172,164,
600,6.023121640755776,0.5,14.11669134552135,8.525351113404358,1635,145,130,
612,2.4434284730010334,0.5,4.581428386876937,3.46021433800576,159,141,136,
604,11.4880944609951,0.5,17.23214169149265,16.319921602421392,1791,576,442,
618,-1,0.5,-1,-1,1733,422,-1,baseline_frechet_failed
597,9.430776470302126,0.5,22.103382352270604,13.342060920113038,1704,394,282,
614,10.985996506325145,0.5,16.47899475948772,15.541524105208516,1776,549,394,
616,7.070674306307539,0.5,10.606011459461309,-1.0,1665,535,448,frechet_failed_or_timeout
621,-1,0.5,-1,-1,955,547,-1,baseline_frechet_failed
617,12.357321053748114,0.5,18.53598158062217,-1.0,1705,682,536,frechet_failed_or_timeout
619,11.608259757723815,0.5,17.412389636585722,-1.0,1662,765,540,frechet_failed_or_timeout
624,0.0,0.5,0.0,-1.0,120,115,-1,simplify_failed
613,0.03832739073101241,0.5,0.5354274632084984,0.059220383729180745,188,175,166,
620,11.150493155555148,0.5,16.725739733332723,-1.0,1731,348,264,frechet_failed_or_timeout
627,-1,0.5,-1,-1,1696,609,-1,baseline_frechet_failed
628,-1,0.5,-1,-1,1760,561,-1,baseline_frechet_failed
626,-1,0.5,-1,-1,95,92,-1,baseline_frechet_failed
630,-1,0.5,-1,-1,1694,762,-1,baseline_frechet_failed
622,11.257606555329566,0.5,16.88640983299435,-1.0,1600,723,580,frechet_failed_or_timeout
629,11.007294553164073,0.5,16.51094182974611,-1.0,828,444,348,frechet_failed_or_timeout
633,11.378878009517221,0.5,17.06831701427583,-1.0,1346,997,622,frechet_failed_or_timeout
632,12.18352567576187,0.5,18.275288513642806,-1.0,1696,859,614,frechet_failed_or_timeout
634,12.693619783331249,0.5,19.040429674996872,-1.0,882,329,250,frechet_failed_or_timeout
615,5.1193903513385175,0.5,18.747767399921326,7.242812745663178,1605,193,186,
623,6.1884938629982145,0.5,18.13035311425258,8.76917890051252,814,425,356,
636,-1,0.5,-1,-1,1784,736,-1,baseline_frechet_failed
625,4.123233283156001,0.5,9.663828007396877,5.834596933479596,1688,37,32,
637,6.609188473217892,0.5,9.913782709826839,-1.0,1616,73,44,frechet_failed_or_timeout
631,7.825951664201819,0.5,18.34207421297301,11.069603428022464,1722,126,86,
642,-1,0.5,-1,-1,1689,850,-1,baseline_frechet_failed
640,8.222824206608774,0.5,15.41779538739145,11.634166146231205,356,240,210,
641,10.59749893031121,0.5,15.896248395466813,-1.0,1565,738,558,frechet_failed_or_timeout
643,-1,0.5,-1,-1,1660,458,-1,baseline_frechet_failed
647,-1,0.5,-1,-1,1668,654,-1,baseline_frechet_failed
648,-1,0.5,-1,-1,1666,514,-1,baseline_frechet_failed
638,8.138626995196871,0.5,19.07490701999266,11.51472375812507,944,464,390,
639,6.372457848046778,0.5,14.935448081359635,9.014580221773523,1501,242,220,
646,13.037446869608942,0.5,19.556170304413413,-1.0,1593,914,648,frechet_failed_or_timeout
649,-1,0.5,-1,-1,1700,705,-1,baseline_frechet_failed
651,-1,0.5,-1,-1,1795,823,-1,baseline_frechet_failed
644,13.196579195894586,0.5,19.79486879384188,18.666824841016563,1704,290,170,
645,6.896789502629176,0.5,16.16435039678713,9.75780556820751,1239,242,204,
656,-1,0.5,-1,-1,1742,692,-1,baseline_frechet_failed
657,-1,0.5,-1,-1,1726,434,-1,baseline_frechet_failed
650,14.472779201659648,0.5,21.709168802489472,-1.0,7260,3903,1704,frechet_failed_or_timeout
658,11.22877810788952,0.5,16.84316716183428,-1.0,1344,841,648,frechet_failed_or_timeout
654,13.432389326392212,0.5,20.148583989588317,-1.0,3052,252,124,frechet_failed_or_timeout
635,2.8913917617368234,0.5,20.680845463777704,4.09363300406119,863,197,166,
659,11.81449062442026,0.5,17.72173593663039,-1.0,1781,900,678,frechet_failed_or_timeout
652,1.8376665191255925,0.5,13.144015210573139,2.603802537358504,358,316,258,
661,7.680652659137924,0.5,11.520978988706887,-1.0,890,272,218,frechet_failed_or_timeout
655,0.7437721290146979,0.5,10.390376611818057,1.056842389755452,98,89,84,
666,-1,0.5,-1,-1,1406,124,-1,baseline_frechet_failed
662,9.350820863312784,0.5,14.026231294969175,-1.0,1721,560,436,frechet_failed_or_timeout
653,3.519246077375934,0.5,10.310291242312305,4.980001449376902,1703,38,38,
663,6.161527981407946,0.5,18.05135150803109,8.71862316043574,499,376,314,
660,7.82176903941936,0.5,18.33227118613912,11.066649432265752,1379,1057,824,
671,0.0,0.5,0.0,-1.0,211,211,-1,simplify_failed
668,11.74436898171406,0.5,17.61655347257109,-1.0,1694,146,82,frechet_failed_or_timeout
670,-1,0.5,-1,-1,265,247,-1,baseline_frechet_failed
665,1.0712315512258817,0.5,14.964931894455308,1.5199211641929304,90,89,88,
664,5.912922561679549,0.5,21.653769146775687,8.367385655918756,1226,939,726,
673,13.538409602956724,0.5,20.307614404435085,-1.0,1685,612,406,frechet_failed_or_timeout
669,1.4818213002188405,0.5,20.700804426597987,2.100003107716925,249,201,196,
667,6.170393381832941,0.5,18.07732436083869,8.731093544273817,1494,250,242,
675,14.689504959362417,0.5,22.034257439043625,-1.0,7187,4531,2436,frechet_failed_or_timeout
677,10.399838886978781,0.5,15.599758330468172,-1.0,905,485,388,frechet_failed_or_timeout
678,9.613081574234393,0.5,14.419622361351589,-1.0,1001,623,504,frechet_failed_or_timeout
683,-1,0.5,-1,-1,1782,180,-1,baseline_frechet_failed
684,-1,0.5,-1,-1,1672,92,-1,baseline_frechet_failed
672,4.443983777151837,0.5,10.415586977699618,6.289660883189754,1685,52,52,
680,14.138358630511659,0.5,21.207537945767488,-1.0,1703,322,194,frechet_failed_or_timeout
682,11.381359748069556,0.5,17.072039622104334,-1.0,811,292,190,frechet_failed_or_timeout
679,8.408530670504247,0.5,15.765995007195464,11.920289782709117,851,426,338,
674,0.9603713182062136,0.5,13.416232329880065,1.3630030715402697,648,485,396,
676,14.188941230201047,0.5,21.283411845301572,-1.0,9982,3830,1718,frechet_failed_or_timeout
690,-1,0.5,-1,-1,1786,648,-1,baseline_frechet_failed
687,10.646618742771482,0.5,15.969928114157224,-1.0,1681,742,574,frechet_failed_or_timeout
686,12.979034694212281,0.5,19.46855204131842,18.4787958276187,1434,1171,716,
692,-1,0.5,-1,-1,1732,971,-1,baseline_frechet_failed
693,0.0,0.5,0.0,-1.0,127,125,-1,simplify_failed
694,-1,0.5,-1,-1,1626,500,-1,baseline_frechet_failed
688,12.977379583978982,0.5,19.466069375968473,-1.0,1840,862,612,frechet_failed_or_timeout
697,-1,0.5,-1,-1,1617,781,-1,baseline_frechet_failed
681,7.42744584215323,0.5,21.76009524068329,10.504458233401344,1779,278,234,
691,14.136654558461194,0.5,21.20498183769179,20.03729594420696,1777,1306,960,
701,-1,0.5,-1,-1,1199,888,-1,baseline_frechet_failed
696,13.873843770857428,0.5,20.810765656286144,-1.0,1741,863,594,frechet_failed_or_timeout
699,6.824883968509906,0.5,15.99582180119509,9.656770940408764,466,135,134,
695,4.665775315034828,0.5,17.08657952283262,6.6033310233439195,305,160,156,
689,7.459659598515074,0.5,17.483577184019705,10.554422650306684,1694,301,240,
706,-1,0.5,-1,-1,120,104,-1,baseline_frechet_failed
685,1.8781248072013903,0.5,20.98968037070397,2.6608546689317025,958,662,600,
698,0.9684305488216849,0.5,13.52881848097338,1.374538930074454,260,249,240,
708,1.4878643629865884,0.5,2.2317965444798826,2.107575691863065,20,17,18,exceed_baseline_points
705,7.86326657193381,0.5,18.429531027969865,11.130042633574371,809,753,676,
